Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD
1996-03-31,14.40158748626709,22.314266204833984,22.408620834350586,22.031211853027344,21249133,,,,,,,,,
1996-06-30,18.544837951660156,28.53207015991211,28.678316116333008,28.093332290649414,155968997,,,,,,,,,
1996-09-30,15.666765213012695,23.80974769592285,24.19187355041504,23.427621841430664,229456510,,,,,,,,,
1996-12-31,14.480213165283203,22.403902053833008,22.545429229736328,21.960447311401367,65269358,,,,,,,,,
1997-03-31,17.29323387145996,27.201705932617188,27.201705932617188,26.324230194091797,641215,,,,,,,,,
1997-06-30,21.302486419677734,32.079708099365234,32.19764709472656,31.763629913330078,61521693,,,,,,,,,
1997-09-30,17.315519332885742,26.22987937927246,26.267620086669922,25.975128173828125,28416436,,,,,,,,,
1997-12-31,15.367527961730957,22.76715660095215,23.333269119262695,22.583171844482422,71978272,,,,,,,,,
1998-03-31,17.497461318969727,26.324230194091797,26.60728645324707,26.159114837646484,38761199,,,,,,,,,
1998-06-30,13.600601196289062,20.09699249267578,20.36117935180664,19.813936233520508,46821435,,,,,,,,,
1998-09-30,12.858341217041016,19.153472900390625,19.153472900390625,18.747758865356445,42280994,,,,,,,,,
1998-12-31,10.08447265625,15.426565170288086,15.450153350830078,14.869888305664062,44149814,,,,,,,,,
1999-03-31,13.63579273223877,19.620515823364258,20.823503494262695,19.455398559570312,79490506,,,,,,,,,
1999-06-30,15.049922943115234,22.602041244506836,22.602041244506836,20.771610260009766,47292680,,,,,,,,,
1999-09-30,14.46288776397705,20.332874298095703,21.200912475585938,20.238521575927734,117849935,50.084996399309325,,,,,,,,
1999-12-31,14.670985221862793,21.285829544067383,21.285829544067383,21.285829544067383,0,50.393286793465755,,,,,,,,
2000-03-31,13.315094947814941,18.681711196899414,19.795066833496094,18.134469985961914,50096815,48.30004740995551,,,,,,,,
2000-06-30,14.970748901367188,21.469816207885742,21.98403549194336,21.323570251464844,12689587,50.9777898846841,,,,,,,,
2000-09-30,11.81218147277832,16.747493743896484,16.87015151977539,16.605966567993164,4062019,46.07493887564785,,,,,,,,
2000-12-31,12.823987007141113,17.879718780517578,18.25712776184082,17.66742706298828,11557858,47.80664614115756,,,19.87752869153765,14.957732439041138,10.037936186544627,,-17.367761610591963,-10.866017497854378
2001-03-31,13.383140563964844,20.42722511291504,20.512142181396484,18.879852294921875,6757614,48.78545054381811,,,19.869473822986244,14.906810092926026,9.944146362865808,,-14.767416509500382,-15.225196683108479
2001-06-30,14.434889793395996,20.66310691833496,20.748022079467773,20.28569793701172,4683563,50.659786879444844,,,19.376417707646603,14.701312685012818,10.026207662379033,,-6.8716647646474325,-13.002280961579926
2001-09-30,11.239251136779785,15.001980781555176,15.874737739562988,14.997262954711914,3869326,45.241953284811515,,,19.365766744884077,14.479936981201172,9.59410721751827,,-36.54306188759312,-19.39404772058031
2001-12-31,12.363512992858887,16.73805809020996,17.294736862182617,16.62483787536621,2096530,47.37428518833528,,,19.34626230466106,14.374101972579956,9.40194164049885,,-35.65884493481429,-26.357857195684943
2002-03-31,14.986802101135254,20.75274085998535,20.75274085998535,20.75274085998535,0,52.06484183131723,,,19.058779985491185,14.258780384063721,9.458780782636259,,-9.181557462360985,-27.127821428256127
2002-06-30,16.39383888244629,22.550148010253906,22.83320426940918,22.267091751098633,4202482,54.41188968895475,,,17.72656547758148,14.013348007202149,10.300130536822818,,12.344151529073262,-10.832083622700665
2002-09-30,16.060508728027344,21.71041488647461,21.790613174438477,21.521709442138672,743173,53.7405783957533,,,17.47615272070336,13.950597476959228,10.425042233215096,,15.904817932068365,6.355803999593554
2002-12-31,19.74555206298828,26.70163917541504,26.90921401977539,26.50349998474121,18001764,59.66522513935211,,,18.476775101927434,14.169498682022095,9.862222262116756,6.3035832414508155,35.93053106404016,21.39316684172727
2003-03-31,18.861841201782227,25.75811767578125,25.810012817382812,25.168418884277344,19032181,57.75491667224837,,,18.789921915296993,14.23771767616272,9.685513437028447,6.554356624099058,36.3556973413701,29.397015445826217
2003-06-30,26.857168197631836,35.476383209228516,36.60860824584961,35.400901794433594,53595636,67.79991653895554,,,22.023334845165706,14.900546026229858,7.77775720729401,8.249764461563176,52.31024007637868,41.53215616059632
