Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd
1996-01-01,58.56645965576172,78.56979370117188,86.39187622070312,77.88035583496094,15273,,,,,,,,,,,,,
1996-01-02,58.69391632080078,78.22081756591797,78.43360900878906,78.13570404052734,17623,,,,,,,,,,,,,
1996-01-03,58.43901062011719,78.39105224609375,78.13570404052734,78.05059051513672,5286,,,,,,,,,,,,,
1996-01-04,57.80489730834961,77.88035583496094,77.88035583496094,77.20368957519531,12336,,,,,,,,,,,,,
1996-01-05,57.64876174926758,77.11431884765625,77.1994400024414,76.88451385498047,12923,,,,,,,,,,,,,
1996-01-08,57.37791442871094,77.02920532226562,77.11431884765625,76.60363006591797,14685,,,,,,,,57.64876174926758,,,,,
1996-01-09,57.35562133789063,76.6334228515625,77.11431884765625,75.75247955322266,26434,,,,,,,,57.64876174926758,,,,,
1996-01-10,57.35562133789063,76.60363006591797,77.45478057861328,76.60363006591797,7636,,,,,,,,57.64876174926758,,,,,
1996-01-11,57.67426300048828,76.60363006591797,77.02920532226562,74.90132904052734,14685,,,,,,,,57.64876174926758,,,,,
1996-01-12,57.80172348022461,77.02920532226562,77.28455352783203,76.60363006591797,6461,,,,,,,,57.64876174926758,,,,,
1996-01-15,57.35562133789063,77.1994400024414,76.944091796875,76.60363006591797,14685,,,,,,,,57.80172348022461,,,,,
1996-01-16,56.49528884887695,76.60363006591797,76.3908462524414,75.41201782226562,10573,,,,,,,,57.80172348022461,,,,,
1996-01-17,57.80489730834961,75.45457458496094,77.36966705322266,75.82908630371094,67555,,,,,,,,57.80172348022461,,,,,
1996-01-18,57.42253112792969,77.20368957519531,77.88035583496094,74.05017852783203,46407,,,,,,,,57.80172348022461,,,,,
1996-01-19,57.61690521240234,76.69300079345703,81.71054077148438,76.43340301513672,24085,40.69909950304525,,,,,,,57.80172348022461,,,,,
1996-01-22,57.527679443359375,76.95260620117188,76.944091796875,76.48872375488281,15273,39.94713771221228,,,,,,,57.61690521240234,,,,,
1996-01-23,57.36198806762695,76.83344268798828,77.03346252441406,76.6078872680664,43470,38.52371648316058,,,,,,,57.61690521240234,,,,,
1996-01-24,57.2632064819336,76.61214447021484,76.944091796875,76.01207733154297,82241,37.662101787684186,,,,,,,57.61690521240234,,,,,
1996-01-25,57.651947021484375,76.48021697998047,77.11431884765625,76.18231201171875,46407,43.059389412757554,,,,,,,57.61690521240234,,,,,
1996-01-26,57.651947021484375,76.99942016601562,76.99942016601562,76.99942016601562,0,43.05938941275756,,,58.60170457570569,57.643510055542,56.6853155353783,,57.61690521240234,,,,,
1996-01-29,57.737979888916016,76.99942016601562,77.45478057861328,76.27168273925781,249074,44.29725624478828,,,58.463881093994665,57.60208606719971,56.74029104040475,,57.651947021484375,,,,,
1996-01-30,58.03752899169922,77.11431884765625,78.47616577148438,76.69300079345703,293719,48.49565767199892,,,58.30267359498061,57.56926670074463,56.83585980650865,,57.651947021484375,,,,,
1996-01-31,57.737979888916016,77.51436614990234,77.88035583496094,77.02920532226562,12336,44.854821096412536,,,58.15660825746896,57.53421516418457,56.911822070900186,,57.651947021484375,,,57.737979888916016,,
1996-02-01,59.23560333251953,77.11431884765625,80.4338150024414,77.45903778076172,358338,60.72895605929725,,,58.570734683155074,57.605750465393065,56.640766247631056,,57.651947021484375,,,57.737979888916016,,
