Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD
1996-01-07,11.397688865661621,17.738191604614258,17.78536605834961,17.45985221862793,76613039,,,,,,,,,
1996-01-14,11.565932273864746,17.879718780517578,18.233539581298828,17.573074340820312,102152486,,,,,,,,,
1996-01-21,11.419103622436523,17.29001808166504,17.67214584350586,17.29001808166504,47652365,,,,,,,,,
1996-01-28,11.64852237701416,17.964635848999023,17.964635848999023,17.964635848999023,0,,,,,,,,,
1996-02-04,13.496138572692871,19.861112594604492,20.9461612701416,19.719585418701172,106010376,,,,,,,,,
1996-02-11,15.652704238891602,22.762439727783203,24.460777282714844,22.352008819580078,74580228,,,,,,,,,
1996-02-18,14.805373191833496,23.205894470214844,23.253070831298828,22.677522659301758,41113559,,,,,,,,,
1996-02-25,15.062324523925781,22.927555084228516,23.352140426635742,22.578453063964844,46653977,,,,,,,,,
1996-03-03,14.881843566894531,22.927555084228516,23.154001235961914,22.644500732421875,49598798,,,,,,,,,
1996-03-10,14.676895141601562,22.64921760559082,22.734134674072266,22.276527404785156,39637704,,,,,,,,,
1996-03-17,14.383232116699219,22.550148010253906,22.59732437133789,22.12556266784668,29065070,,,,,,,,,
1996-03-24,13.90298080444336,21.441511154174805,21.606626510620117,21.064102172851562,23179668,,,,,,,,,
1996-03-31,14.40158748626709,22.314266204833984,22.408620834350586,22.031211853027344,21249133,,,,,,,,,
1996-04-07,15.420220375061035,23.781442642211914,23.781442642211914,23.781442642211914,0,,,,,,,,,
1996-04-14,16.4296875,24.814598083496094,25.4184513092041,24.63532829284668,68621695,76.94076285935472,,,,,,,,
1996-04-21,18.852380752563477,28.588680267333984,29.697317123413086,28.447153091430664,129471967,81.97612445516538,,,,,,,,
1996-04-28,19.02979850769043,29.711471557617188,30.37193489074707,28.451871871948242,162657244,82.2812662824161,,,,,,,,
1996-05-05,17.481958389282227,27.645160675048828,27.81027603149414,26.819578170776367,125929915,70.98951117264636,,,,,,,,
1996-05-12,16.512271881103516,25.097654342651367,25.640178680419922,24.96084213256836,145995185,64.97377829314999,,,,,,,,
1996-05-19,17.497257232666016,27.267751693725586,27.437585830688477,26.800708770751953,149017375,67.94523907283302,,,19.431194933515012,14.925895071029663,10.420595208544313,,-42.04843976632524,-32.72351500782364
1996-05-26,16.548978805541992,25.701507568359375,25.701507568359375,25.442039489746094,89595265,62.45217040231499,,,19.434294936135636,15.183459568023682,10.932624199911729,,-48.911653965184726,-44.13067278140388
1996-06-02,16.977237701416016,26.041175842285156,26.357254028320312,25.663766860961914,146149924,63.872688737591545,,,19.42932436472753,15.454024839401246,11.47872531407496,,-47.07596413555048,-46.012019289020145
1996-06-09,18.79888153076172,28.39997673034668,28.75379753112793,28.211273193359375,150261121,69.20885760801919,,,19.59659167995432,15.823013734817504,12.049435789680688,,-31.14668680809497,-42.378101636276725
