Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd
2007-09-17,4494.64990234375,4518.4501953125,4549.0498046875,4482.85009765625,0,,,,,,,,,,,,,,,
2007-09-18,4546.2001953125,4494.10009765625,4551.7998046875,4481.5498046875,0,,,,,,,,,,,,,,,
2007-09-19,4732.35009765625,4550.25,4739.0,4550.25,0,,,,,,,,,,,,,,,
2007-09-20,4747.5498046875,4734.85009765625,4760.85009765625,4721.14990234375,0,,,,,,,,,,,,,,,
2007-09-21,4837.5498046875,4752.9501953125,4855.7001953125,4733.7001953125,0,,,,,,,,,,,,,,,
2007-09-24,4932.2001953125,4837.14990234375,4941.14990234375,4837.14990234375,0,,,,,,,,,,4837.5498046875,,,,,
2007-09-25,4938.85009765625,4939.10009765625,4953.89990234375,4878.14990234375,0,,,,,,,,,,4837.5498046875,,,,,
2007-09-26,4940.5,4937.60009765625,4980.85009765625,4930.35009765625,0,,,,,,,,,,4837.5498046875,,,,,
2007-09-27,5000.5498046875,4942.7001953125,5016.39990234375,4942.7001953125,0,,,,,,,,,,4837.5498046875,,,,,
2007-09-28,5021.35009765625,4996.4501953125,5055.7998046875,4996.4501953125,0,,,,,,,,,,4837.5498046875,,,,,
2007-10-01,5068.9501953125,5021.5,5089.2998046875,5001.35009765625,0,,,,,,,,,,5021.35009765625,,,5021.35009765625,,
2007-10-03,5210.7998046875,5069.0,5261.35009765625,5034.14990234375,0,,,,,,,,,,5021.35009765625,,,5021.35009765625,,
2007-10-04,5208.64990234375,5211.64990234375,5233.10009765625,5126.0498046875,0,,,,,,,,,,5021.35009765625,,,5021.35009765625,,
2007-10-05,5185.85009765625,5208.14990234375,5248.5498046875,5164.5,0,,,,,,,,,,5021.35009765625,,,5021.35009765625,,
2007-10-08,5085.10009765625,5186.25,5249.2998046875,5024.75,0,85.0686267913611,,,,,,,,,5185.85009765625,,,5021.35009765625,,
2007-10-09,5327.25,5062.64990234375,5348.7001953125,5000.9501953125,0,88.59997330728648,,,,,,,,,5185.85009765625,,,5021.35009765625,,
2007-10-10,5441.4501953125,5328.14990234375,5454.7001953125,5328.14990234375,0,89.82247631903677,,,,,,,,,5185.85009765625,,,5021.35009765625,,
2007-10-11,5524.85009765625,5438.89990234375,5532.75,5424.25,0,90.6140741023968,,,,,,,,,5185.85009765625,,,5021.35009765625,,
2007-10-12,5428.25,5525.2998046875,5549.2998046875,5402.60009765625,0,82.60023804736036,,,,,,,,,5185.85009765625,,,5021.35009765625,,
2007-10-15,5670.39990234375,5428.35009765625,5682.64990234375,5419.89990234375,0,85.9537297271467,,,5681.97566007925,5067.165014648437,4452.3543692176245,,95.49754782267355,94.41937987151262,5428.25,,,5021.35009765625,,
2007-10-16,5668.0498046875,5670.64990234375,5708.35009765625,5578.4501953125,0,85.78093479715449,,,5734.835216533613,5125.835009765625,4516.834802997637,,95.35773854031392,92.9733115196733,5428.25,,,5021.35009765625,,
2007-10-17,5559.2998046875,5658.89990234375,5658.89990234375,5107.2998046875,0,77.96969215972021,,,5751.816493813334,5176.489990234375,4601.163486655416,,84.47297456500831,91.77608697599858,5428.25,,,5021.35009765625,,
2007-10-18,5351.0,5551.10009765625,5736.7998046875,5269.64990234375,0,65.64023965035294,,,5749.466771890503,5207.4224853515625,4665.378198812622,,56.28425297686224,78.70498869406147,5428.25,,,5021.35009765625,,
2007-10-19,5215.2998046875,5360.35009765625,5390.85009765625,5101.75,0,59.08523188837358,,,5730.149490991043,5230.809985351562,4731.470479712081,,33.068409346799605,57.94187896289003,5428.25,,,5021.35009765625,,
2007-10-22,5184.0,5202.75,5247.39990234375,5070.89990234375,0,57.65506616433675,,,5714.6592205258185,5248.132495117187,4781.605769708556,,23.08956120258272,37.48074117541484,5215.2998046875,,,5021.35009765625,,
2007-10-23,5473.7001953125,5185.2998046875,5488.5,5176.85009765625,0,65.88573737536429,,,5727.897761063784,5275.207495117187,4822.51722917059,,50.56856707944336,35.57551254294187,5215.2998046875,,,5021.35009765625,,
2007-10-24,5496.14990234375,5477.60009765625,5577.89990234375,5419.39990234375,0,66.43027531951252,,,5737.766050816509,5303.072485351562,4868.378919886615,,63.14568441638709,45.60127089947104,5215.2998046875,,,5021.35009765625,,
2007-10-25,5568.9501953125,5499.0498046875,5605.9501953125,5469.2998046875,0,68.20278406881494,,,5750.253854650864,5334.494995117188,4918.736135583511,43.24797612378932,74.74764690526204,62.82063280036414,5215.2998046875,,,5021.35009765625,,
2007-10-26,5702.2998046875,5564.25,5716.89990234375,5513.35009765625,0,71.20224084293896,,,5785.134051728578,5369.582495117187,4954.030938505796,42.32116285054453,91.85003948645144,76.58112360270016,5215.2998046875,,,5021.35009765625,,
2007-10-29,5905.89990234375,5708.89990234375,5922.5,5708.89990234375,0,75.06913107716655,,,5858.9312321630205,5413.809985351562,4968.688738540104,42.15161796369981,99.045394366488,88.54769358606713,5702.2998046875,,,5021.35009765625,,
2007-10-30,5868.75,5917.5498046875,5976.0,5833.89990234375,0,73.13930419687786,,,5911.341837622305,5453.799975585937,4996.258113549569,42.15472822410916,93.17038751242532,94.6886071217882,5702.2998046875,,,5021.35009765625,,
2007-10-31,5900.64990234375,5868.89990234375,5952.25,5861.2998046875,0,73.76302058796873,,,5970.693536376269,5488.29248046875,5005.891424561231,42.15761632306069,93.09000534101862,95.1019290733106,5702.2998046875,,,5900.64990234375,,
2007-11-01,5866.4501953125,5903.7998046875,6011.9501953125,5837.2001953125,0,71.83710850563877,,,6012.45067406376,5521.182495117188,5029.914316170615,42.35105414225031,87.36385102222303,91.20808129188894,5702.2998046875,,,5900.64990234375,,
2007-11-02,5932.39990234375,5854.85009765625,5944.75,5714.25,0,73.2856076195764,270.1287372671813,261.3538984441025,6055.602980052306,5558.509985351562,5061.416990650819,41.56894609046254,90.48205965977448,90.311972007672,5702.2998046875,,,5900.64990234375,,
2007-11-05,5847.2998046875,5931.89990234375,5948.5498046875,5819.60009765625,0,68.39705529979328,260.3948787458512,261.1620945044523,6058.300042878066,5596.619970703125,5134.939898528183,40.8578133247119,84.74543562980533,87.5304487706009,5932.39990234375,,,5900.64990234375,,
2007-11-06,5786.5,5847.10009765625,5957.2001953125,5759.9501953125,0,65.05803305414197,244.95104643930063,257.919884891422,6070.956187594425,5619.582470703125,5168.208753811826,39.73165013298338,77.9051742443342,84.37755651130462,5932.39990234375,,,5900.64990234375,,
2007-11-07,5782.35009765625,5782.39990234375,5861.35009765625,5744.2998046875,0,64.82541277367991,229.72866656555743,252.28164122624904,6085.5467719719945,5636.627465820313,5187.708159668631,38.56255590002036,75.39875188965621,79.34978725459852,5932.39990234375,,,5900.64990234375,,
2007-11-08,5698.75,5779.2998046875,5780.7998046875,5646.75,0,60.15882356706268,208.51535640625207,243.52838426224963,6091.975724128531,5645.3224609375,5198.66919774647,36.729543672532245,68.16011198496035,73.82134603965021,5932.39990234375,,,5900.64990234375,,
2007-11-12,5617.10009765625,5660.60009765625,5660.60009765625,5477.5,0,55.92444636189714,183.0056157080772,231.4238305514152,6090.514554028606,5654.764965820313,5219.01537761202,34.28778669581068,55.49008872073489,66.3496508651171,5698.75,,,5900.64990234375,,
