Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
1996-01-31,7.964252471923828,12.781689643859863,13.263681411743164,12.299698829650879,365780421,,,,,,,
1996-02-29,9.545841217041016,15.994963645935059,16.05208969116211,15.03098201751709,348949223,,,,,,,
1996-03-31,9.320541381835938,14.952434539794922,15.048832893371582,14.7239351272583,162979093,,,,,,,
1996-04-30,11.023789405822754,17.2802734375,17.85152244567871,17.17316436767578,214680565,,,,,,,
1996-05-31,11.224931716918945,17.15531349182129,17.17316436767578,16.858978271484375,222974676,,,,,,,
1996-06-30,10.059347152709961,15.566527366638184,15.83430004119873,15.105957984924316,379737213,,,,,,,
1996-07-31,10.068763732910156,14.852465629577637,15.477270126342773,14.124123573303223,209807732,,,,,,,
1996-08-31,9.962801933288574,15.073824882507324,15.152372360229492,15.002419471740723,61136941,,,,,,,
1996-09-30,8.997368812561035,13.352937698364258,13.702828407287598,13.238689422607422,124372443,,,,,,,
1996-10-31,9.513052940368652,14.606115341186523,14.606115341186523,14.252655029296875,87479932,,,,,,,
1996-11-30,8.538201332092285,12.98876667022705,13.088735580444336,12.874518394470215,50367552,,,,,,,
1996-12-31,9.732040405273438,15.048832893371582,15.06668472290039,14.64538860321045,52186724,,,,,,,
1997-01-31,12.611855506896973,19.176105499267578,19.49386215209961,18.851207733154297,256153218,,,,,,,
1997-02-28,13.833954811096191,20.79702377319336,21.350421905517578,20.42214012145996,82558083,,,,,,,
1997-03-31,12.376385688781738,19.365331649780273,19.365331649780273,18.740528106689453,1823373,65.53400297769443,,,,,,
1997-04-30,14.585112571716309,22.314403533935547,22.475067138671875,22.064481735229492,169984798,70.47857571528536,,,,,,
1997-05-31,14.742679595947266,21.139772415161133,21.59320068359375,21.011241912841797,239877996,70.80040294114646,,,,,,
1997-06-30,18.03841781616211,26.063222885131836,26.41311264038086,25.816871643066406,201723687,76.55705203818988,,,,,,
1997-07-31,17.629514694213867,25.29560661315918,25.770458221435547,25.18492889404297,122523161,74.59216092249845,,,,,,
1997-08-31,16.175077438354492,24.142398834228516,24.19952392578125,23.4140567779541,147335470,67.91519042224694,,,17.76150499720428,11.797196531295777,5.832888065387273,
1997-09-30,17.700519561767578,25.552669525146484,25.916839599609375,25.47412109375,99414488,70.86125670498635,,,18.501451404292585,12.284009885787963,6.066568367283342,
1997-10-31,35.50388717651367,51.76941680908203,51.76941680908203,51.76941680908203,0,86.4727370702588,,,25.339947916113083,13.581912183761597,1.8238764514101096,
1997-11-30,15.538455963134766,23.72110366821289,23.72110366821289,22.3786678314209,93248347,52.50174516876055,,,25.511694957447943,13.892807912826537,2.273920868205133,
1997-12-31,16.42483139038086,23.564008712768555,24.19952392578125,23.564008712768555,30800593,53.37743218012613,,,25.753494108166382,14.162860012054443,2.5722259159425036,
1998-01-31,15.102617263793945,21.464670181274414,22.071622848510742,21.386123657226562,41635453,51.84203044797159,,,25.873808954620664,14.356744289398193,2.839679624175721,
1998-02-28,15.690260887145996,22.514339447021484,23.02846336364746,22.492918014526367,47565620,52.496050384005464,,,25.995571142018804,14.638289976119996,3.281008810221186,
1998-03-31,17.13980484008789,25.18492889404297,25.413427352905273,24.849319458007812,56233298,54.15015412234697,,,26.197342491669843,14.991842031478882,3.7863415712879203,
1998-04-30,18.79991340637207,27.070049285888672,27.54132843017578,26.934377670288086,50193197,56.038140526995214,,,26.50728455015126,15.433697605133057,4.3601106601148505,24.173432432926155
1998-05-31,16.867109298706055,23.685400009155273,24.420883178710938,22.635730743408203,108609782,53.28696680112607,,,26.510380210684772,15.827184629440307,5.143989048195843,22.50828427133046
1998-06-30,14.511674880981445,20.979108810424805,20.979108810424805,20.42214012145996,39647878,50.06140621219547,,,26.38503826189678,16.077115726470947,5.76919319104511,21.119827579554602
1998-07-31,13.74338436126709,19.558128356933594,19.77948760986328,19.351049423217773,16378154,49.019115622755116,,,26.120244705362786,16.337374877929687,6.554505050496589,19.968368088802087
1998-08-31,10.826894760131836,15.423714637756348,15.623652458190918,15.109527587890625,33089264,45.174125998251604,,,26.037818426950444,16.39211759567261,6.7464167643947714,19.430136667033054
1998-09-30,12.055153846740723,17.208866119384766,17.308835983276367,16.958946228027344,55996623,47.057549463368225,,,26.05655881800571,16.364282512664794,6.672006207323879,18.6701817927383
