Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD
2007-09-23,4837.5498046875,4752.9501953125,4855.7001953125,4733.7001953125,0,,,,,,,,,
2007-09-30,5021.35009765625,4996.4501953125,5055.7998046875,4996.4501953125,0,,,,,,,,,
2007-10-07,5185.85009765625,5208.14990234375,5248.5498046875,5164.5,0,,,,,,,,,
2007-10-14,5428.25,5525.2998046875,5549.2998046875,5402.60009765625,0,,,,,,,,,
2007-10-21,5215.2998046875,5360.35009765625,5390.85009765625,5101.75,0,,,,,,,,,
2007-10-28,5702.2998046875,5564.25,5716.89990234375,5513.35009765625,0,,,,,,,,,
2007-11-04,5932.39990234375,5854.85009765625,5944.75,5714.25,0,,,,,,,,,
2007-11-11,5698.75,5779.2998046875,5780.7998046875,5646.75,0,,,,,,,,,
2007-11-18,5906.85009765625,5913.14990234375,5948.0498046875,5817.39990234375,0,,,,,,,,,
2007-11-25,5608.60009765625,5524.2998046875,5638.60009765625,5514.75,0,,,,,,,,,
2007-12-02,5762.75,5633.89990234375,5782.5498046875,5632.64990234375,0,,,,,,,,,
2007-12-09,5974.2998046875,5963.60009765625,6042.10009765625,5894.7998046875,0,,,,,,,,,
2007-12-16,6047.7001953125,6056.2001953125,6078.5498046875,6015.0498046875,0,,,,,,,,,
2007-12-23,5766.5,5751.75,5799.5,5742.75,0,,,,,,,,,
2007-12-30,6079.7001953125,6079.5498046875,6098.60009765625,6021.89990234375,0,68.85330534106974,,,,,,,,
2008-01-06,6274.2998046875,6179.10009765625,6300.0498046875,6179.10009765625,0,70.71623669471819,,,,,,,,
2008-01-13,6200.10009765625,6166.64990234375,6224.2001953125,6112.5498046875,0,69.0210735316583,,,,,,,,
2008-01-20,5705.2998046875,5907.75,5908.75,5677.0,0,58.88420881419669,,,,,,,,
2008-01-27,5383.35009765625,5035.0498046875,5399.25,5035.0498046875,0,53.389776667950194,,,,,,,,
2008-02-03,5317.25,5140.60009765625,5339.9501953125,5090.75,0,52.3105516105729,,,6428.667886038154,5652.4224853515625,4876.177084664971,,20.230435182316143,36.37628840526242
2008-02-10,5120.35009765625,5132.10009765625,5173.85009765625,5034.25,0,49.1250005736497,,,6391.527237101804,5666.5625,4941.597762898196,,6.279677502886457,19.367535111924482
2008-02-17,5302.89990234375,5202.85009765625,5315.39990234375,5104.75,0,52.04099055547656,,,6364.724382159149,5680.639990234375,4996.5555983096,,13.738848797094398,13.416320494098999
2008-02-24,5110.75,5183.39990234375,5184.0,5092.7998046875,0,48.86607247652533,,,6372.518917576534,5676.884985351562,4981.251053126591,,6.089772915982714,8.70276640532119
2008-03-02,5223.5,5285.0,5290.7998046875,5098.35009765625,0,50.764215350265104,,,6382.353472358826,5666.647485351563,4950.941498344299,,10.846521926927764,10.225047880001625
2008-03-09,4771.60009765625,4918.2998046875,4918.2998046875,4672.25,0,43.753770014726975,,,6438.027484745259,5644.4625,4850.89751525474,,6.426070269516751,7.787455037475742
2008-03-16,4745.7998046875,4623.7998046875,4758.9501953125,4607.5498046875,0,43.3853879412877,,,6480.632047347608,5596.6375,4712.642952652392,,6.789064065066327,8.02055208717028
2008-03-23,4573.9501953125,4534.75,4718.39990234375,4533.89990234375,0,40.91441521572139,,,6503.201079270828,5528.715014648437,4554.228950026047,,2.799097288178624,5.338077207587233
2008-03-30,4942.0,4830.0,4970.7998046875,4796.35009765625,0,47.77478365013552,,,6494.351932335459,5490.877514648438,4487.403096961416,14.519763710504249,17.298074092423093,8.962078481889348
2008-04-06,4647.0,4766.7001953125,4791.7001953125,4632.7001953125,0,43.422831160455004,,,6476.1730895651,5427.885009765625,4379.59692996615,14.2505780775002,9.847741653668109,9.98163767808994
2008-04-13,4777.7998046875,4734.35009765625,4817.39990234375,4727.25,0,45.78116540774598,,,6468.008608795546,5386.344995117188,4304.68138143883,13.919052260350577,13.143377609263178,13.429731118451459
2008-04-20,4958.39990234375,4890.60009765625,4984.9501953125,4889.64990234375,0,48.945577828193485,,,6428.632749946938,5346.127490234375,4263.622230521812,13.082682926309351,26.623820754573714,16.538313339168333
2008-04-27,5111.7001953125,4999.14990234375,5117.7001953125,4999.14990234375,0,51.531481453709915,,,6350.111637469093,5302.997509765625,4255.883382062158,12.387972295753547,57.977952522172046,32.58171696200298
2008-05-04,5228.2001953125,5265.2998046875,5298.85009765625,5197.60009765625,0,53.46063607221355,,,6251.939023222158,5262.022509765625,4272.105996309092,12.254438283497336,82.53872437097145,55.713499215905735
2008-05-11,4982.60009765625,5070.85009765625,5087.64990234375,4969.39990234375,0,49.03008983177573,-159.46658314317392,-165.70240915570736,6191.5924924899,5222.8275146484375,4254.062536806975,11.409310799427422,68.03762492256963,69.5181006052377
2008-05-18,5157.7001953125,5115.64990234375,5167.39990234375,5106.39990234375,0,52.07930978541824,-141.88520601110395,-160.93896852678668,6062.169154545311,5176.727514648437,4291.285874751563,10.860956019286638,78.56098888041058,76.37911272465055
2008-05-25,4946.5498046875,5026.5498046875,5059.0498046875,4940.7001953125,0,48.324945241518186,-143.33760316818734,-157.41869545506682,5842.488268964812,5110.340014648437,4378.191760332063,10.331479584451596,62.09964203910691,69.5660852806957
2008-06-01,4870.10009765625,4844.0498046875,4908.85009765625,4833.4501953125,0,47.00373417988493,-148.94059633741927,-155.7230756315373,5584.561479118222,5043.840014648437,4503.118550178652,10.157272764374365,48.45000644225895,63.03687912059214
2008-06-08,4627.7998046875,4680.5498046875,4746.2998046875,4614.25,0,42.991838384600925,-170.96187536680372,-158.7708355785906,5467.334599070734,4989.965014648437,4512.595430226141,10.600748048532095,20.156268432734358,43.56863897136673
2008-06-15,4517.10009765625,4539.5,4563.35009765625,4491.35009765625,0,41.25917178291537,-195.09747658756896,-166.0361637803863,5430.540632651253,4946.652514648437,4462.764396645622,11.326910929976858,4.297759583378127,24.30134481945713
2008-06-22,4347.5498046875,4504.2001953125,4532.0,4333.60009765625,0,38.687384114697394,-225.309182093225,-177.89076744295403,5416.878251101866,4898.167504882813,4379.4567586637595,12.384968473743601,-1.2518414491660579,7.734062188982129
2008-06-29,4136.64990234375,4315.2998046875,4315.2998046875,4119.2001953125,0,35.705997537803874,-263.23561956133744,-194.95973786663072,5453.542639676544,4848.982495117188,4244.422350557831,13.843785477860271,-1.9394561859497426,0.3688206494207626
2008-07-06,4016.0,3926.64990234375,4033.5,3896.39990234375,0,34.08761628743909,-299.57472238501396,-215.88273477030737,5452.840777244872,4784.6375,4116.434222755128,15.638842648631794,4.029844648876171,0.2795156712534439
2008-07-13,4049.0,4166.0,4215.5,4014.449951171875,0,34.95601359152122,-321.9990938578658,-237.10600658781905,5454.173776833954,4731.55,4008.926223166046,16.564147260798986,8.411462005871375,3.5006168229325882
2008-07-20,4092.25,3962.949951171875,4110.5498046875,3926.300048828125,0,36.143459110079895,-332.44839807325843,-256.1744848849069,5411.686756631078,4674.9875,3938.2882433689215,17.614639200051528,12.437158145779119,8.292821600175541
2008-07-27,4311.85009765625,4440.85009765625,4440.85009765625,4297.14990234375,0,41.939341934560645,-319.3286326389707,-268.80531443571965,5403.744005554279,4652.0,3900.2559944457203,17.35764183625761,25.569243473252527,15.472621208300993
2008-08-03,4413.5498046875,4331.60009765625,4422.9501953125,4235.7001953125,0,44.45377795687149,-297.297744257603,-274.50380040009634,5392.769284649487,4635.3875,3878.005715350512,17.276589267007772,35.30442639676727,24.436942671932957
2008-08-10,4529.5,4518.35009765625,4546.35009765625,4464.0,0,47.258240942751414,-267.39948001071843,-273.08293632222075,5391.515129398335,4633.164990234375,3874.814851070415,16.764885023206926,47.8331291226752,36.23559966423165
2008-08-17,4430.7001953125,4524.2001953125,4529.7998046875,4421.25,0,45.16570344078536,-248.80909238483127,-268.22816753474285,5357.001924638856,4607.6,3858.198075361145,16.41324113564038,45.629773971039434,42.92244316349396
2008-08-24,4327.4501953125,4283.85009765625,4337.0,4248.0,0,43.021810762243796,-239.6450098587393,-262.51153599954216,5350.548352314775,4591.622509765625,3832.6966672164754,16.574441294941007,40.45870816693645,44.64053708688368
2008-08-31,4360.0,4230.60009765625,4368.7998046875,4230.60009765625,0,43.92546635932996,-227.13761024232917,-255.43675084809956,5331.008961424677,4570.73251953125,3810.4560776378216,16.596309048650753,44.85629476606567,43.64825896801384
2008-09-07,4352.2998046875,4444.7001953125,4444.7001953125,4328.89990234375,0,43.74870086259153,-215.36416332856243,-247.42223334419214,5284.626456503224,4540.427514648438,3796.228572793651,16.305097131404256,52.07785921852659,45.79762071717622
2008-09-14,4228.4501953125,4291.60009765625,4323.89990234375,4200.14990234375,0,40.89794401318549,-213.56540124280764,-240.65086692391523,5203.5317492360255,4496.2650146484375,3788.9982800608495,16.433437495714177,51.38276335713867,49.438972447243636
2008-09-21,4245.25,4040.800048828125,4262.64990234375,4040.800048828125,0,41.4552290744973,-208.38216560234014,-234.1971266596002,5076.418870499132,4447.117504882813,3817.8161392664933,17.01117580637232,53.72513226543317,52.395251613699465
2008-09-28,3985.25,4108.75,4110.7001953125,3970.35009765625,0,35.82512609245338,-222.687241204796,-231.89514956863937,5006.667044046433,4397.25,3787.832955953567,17.74162338831047,24.295482168452978,43.134459263674934
2008-10-05,3818.300048828125,3953.550048828125,3969.550048828125,3804.85009765625,0,32.74946252637147,-244.67512000442184,-234.45114365579587,4882.393129027803,4330.279992675782,3778.16685632376,18.853509369762712,5.389465611472033,27.80336001511939
2008-10-12,3279.949951171875,3502.050048828125,3502.050048828125,3198.949951171875,0,25.22806924312257,-302.05907705358004,-247.9727303353527,4896.360738741545,4246.95,3597.539261258455,21.065078801734835,2.9173358809635097,10.867427886962838
2008-10-19,3074.35009765625,3269.050048828125,3335.949951171875,3046.60009765625,0,23.050751104793356,-359.9768769930147,-270.3735596668851,4923.2055956032,4157.1625,3391.1194043968007,23.343843336931975,-0.04808783340014777,2.7529045530117973
2008-10-26,2584.0,2936.25,2936.25,2525.050048828125,0,18.86823752611526,-440.36801719172536,-304.3724511718532,5052.82971581942,4054.972509765625,3057.1153037118297,26.091526321988848,0.48475207557498656,1.118000041046115
2008-11-02,2885.60009765625,2696.300048828125,2921.35009765625,2696.300048828125,0,27.57310279343674,-474.2748227515649,-338.3529254877955,5068.785599584059,3973.397509765625,2878.0094199471905,28.642946236684512,12.416704534834224,4.2844562590030195
2008-11-09,2973.0,2893.25,3010.0,2860.10009765625,0,29.91966182893229,-488.46307053596547,-368.3749544974295,5067.916443643699,3904.67001953125,2741.4235954188016,30.599016627194192,19.997858335756177,10.96643831538846
2008-11-16,2810.35009765625,2848.0,2938.800048828125,2778.800048828125,0,28.095371615819037,-506.98760935132486,-396.09748546820856,5089.07314964527,3838.355029296875,2587.6369089484797,32.52246029227576,16.48634735975193,16.300303410114108
2008-11-23,2693.449951171875,2553.60009765625,2718.60009765625,2539.800048828125,0,26.82920465229015,-525.0488681501315,-421.8877620045931,5114.857189387667,3772.2275268554686,2429.59786432327,34.604089460241255,10.950600281078316,15.811601992195472
2008-11-30,2755.10009765625,2745.699951171875,2779.0,2690.300048828125,0,28.655292636430058,-528.2980037498719,-443.16981035364887,5113.76924090436,3707.5325317382812,2301.2958225722023,36.23874669082706,11.430767860350478,12.955905167060239
