Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
1996-01-07,57.64876174926758,77.11431884765625,77.1994400024414,76.88451385498047,12923,,,,,,,
1996-01-14,57.80172348022461,77.02920532226562,77.28455352783203,76.60363006591797,6461,,,,,,,
1996-01-21,57.616905212402344,76.69300079345703,81.71054077148438,76.43340301513672,24085,,,,,,,
1996-01-28,57.651947021484375,76.99942016601562,76.99942016601562,76.99942016601562,0,,,,,,,
1996-02-04,61.816612243652344,79.1145248413086,82.56169128417969,80.68915557861328,27609,,,,,,,
1996-02-11,69.20275115966797,88.17929077148438,93.24364471435547,87.32814025878906,142747,,,,,,,
1996-02-18,73.46617889404297,98.32076263427734,99.15914154052734,88.94532775878906,98102,,,,,,,
1996-02-25,72.78108978271484,95.83965301513672,98.64845275878906,95.32896423339844,56394,,,,,,,
1996-03-03,71.6244125366211,96.05670166015625,96.18011474609375,93.62666320800781,18210,,,,,,,
1996-03-10,72.0131607055664,96.86529541015625,96.52057647705078,95.32896423339844,21735,,,,,,,
1996-03-17,70.040771484375,89.36664581298828,94.62676239013672,89.36664581298828,14098,,,,,,,
1996-03-24,70.10131072998047,93.62240600585938,94.3927001953125,89.37090301513672,116900,,,,,,,
1996-03-31,71.8538589477539,95.7545394897461,96.6056900024414,94.47781372070312,34658,,,,,,,
1996-04-07,72.22665405273438,96.46524810791016,96.46524810791016,96.46524810791016,0,,,,,,,
1996-04-14,74.56230163574219,98.30799102783203,99.75495147705078,97.88241577148438,37008,83.94726997455132,,,,,,
1996-04-21,81.59154510498047,106.59395599365234,109.37296295166016,105.54277801513672,114550,87.68843502696029,,,,,,
1996-04-28,80.3966293334961,108.63671875,107.67066192626953,106.39392852783203,22322,84.1002990111027,,,,,,
1996-05-05,84.22991943359375,112.96907806396484,113.03291320800781,112.36476135253906,43470,86.06958865281543,,,,,,
1996-05-12,86.6866455078125,113.7734146118164,118.22493743896484,110.39434051513672,168595,87.16664882613708,,,,,,
1996-05-19,86.22144317626953,115.33102416992188,115.33102416992188,114.0542984008789,55806,85.78890815277357,,,89.77066839251435,71.47673110961914,53.18279382672392,
1996-05-26,85.45030975341797,112.01153564453125,114.14366912841797,111.51361083984375,66380,83.43474582846298,,,90.97063443952875,72.86680850982665,54.76298258012456,
1996-06-02,85.03288269042969,112.7775650024414,113.62872314453125,111.50083923339844,83416,82.12104792812138,,,91.6795689440176,74.22836647033691,56.777163996656206,
1996-06-09,84.67601013183594,112.86268615722656,113.62872314453125,112.36050415039062,28197,80.94758415638088,,,91.82524485013772,75.5813217163086,59.33739858247947,
1996-06-16,84.97554016113281,112.82012939453125,113.62872314453125,112.7775650024414,449391,81.19052678933056,,,91.43049222481993,76.94750137329102,62.46451052176211,
1996-06-23,84.54217529296875,113.22016906738281,113.5436019897461,112.39454650878906,24085,79.60886676086967,,,91.13519956592683,78.08377952575684,65.03235948558685,
1996-06-30,79.46620178222656,106.3088150024414,106.39392852783203,105.54277801513672,41708,63.905396307534346,,,91.00234871194249,78.59695205688476,66.19155540182703,
1996-07-07,76.3148193359375,102.81909942626953,102.81909942626953,100.69547271728516,93402,56.45918657195214,,,90.97005772956528,78.7393840789795,66.50871042839371,
1996-07-14,74.56230163574219,100.43587493896484,101.201904296875,99.58472442626953,11161,52.776345077167306,,,90.90929729691445,78.82844467163086,66.74759204634728,57.92726355451642
1996-07-21,72.77790069580078,97.88241577148438,97.88241577148438,96.6056900024414,28784,49.25344945234975,,,90.83918962588585,78.88611907958985,66.93304853329384,54.03577343095062
1996-07-28,65.48100280761719,87.24302673339844,89.37090301513672,83.412841796875,559829,38.06406609845043,,,91.5572464377087,78.55951118469238,65.56177593167607,51.96973426608387
1996-08-04,63.95469665527344,85.91948699951172,85.96629333496094,85.11940002441406,95165,36.21097086082051,,,92.28079316757116,78.25520744323731,64.22962171890346,50.05126932727903
1996-08-11,61.822967529296875,82.73617553710938,83.412841796875,82.13611602783203,37008,33.740344233052,,,93.22759070419221,77.84129028320312,62.45498986221404,48.6309683286745
1996-08-18,61.0200080871582,81.00833892822266,82.1318588256836,81.00833892822266,144510,32.83167410561859,,,94.18111892591617,77.29959774017334,60.41807655443051,47.445545138040494
1996-08-25,63.96425247192383,82.47657775878906,86.81745147705078,82.30634307861328,202079,39.28814467906357,-0.5214390675303235,3.8850150183106282,94.62689535349152,76.88647766113282,59.14605996877411,45.336691685238485
1996-09-01,64.49321746826172,85.2853775024414,86.13652801513672,85.2853775024414,11748,40.39665326178789,-0.9446656566334184,2.9190788833218186,94.91264234095712,76.38302345275879,57.85340456456047,43.378470621922325
1996-09-08,44.361385345458984,58.308128356933594,59.47420883178711,58.30387496948242,122774,23.10554519193758,-2.871446137588677,1.7609738791397196,97.52449896778357,74.52151546478271,51.51853196178185,44.00208851855664
1996-09-15,42.94023895263672,57.45272445678711,57.49528121948242,57.11651611328125,153909,22.377384935007804,-4.461676754999971,0.5164437523117815,99.25094116806918,72.64869594573975,46.04645072341032,44.64738008320688
1996-09-22,44.278533935546875,59.4061164855957,59.4061164855957,57.622955322265625,127474,24.781381376722752,-5.549980040602875,-0.6968410062711499,99.38902133691568,70.6511266708374,41.91323200475913,44.89175698760065
1996-09-29,43.612571716308594,58.81456756591797,58.81456756591797,57.88255310058594,132761,24.37680111580775,-6.3925168654378055,-1.835976178104481,98.53243504119433,68.4974229812622,38.46241092133008,45.118678398823434
1996-10-06,40.6396369934082,56.610084533691406,56.610084533691406,54.13323211669922,151559,22.60276970997282,-7.216932055207224,-2.91216735352503,97.42262738527927,66.21833267211915,35.01403795895902,45.58454092525206
