Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
1995-01-08,43.10354232788086,60.48340606689453,60.48340606689453,59.28571701049805,0,,,,,,,
1995-01-15,41.154136657714844,56.590911865234375,57.189754486083984,56.590911865234375,0,,,,,,,
1995-01-22,41.154136657714844,57.189754486083984,57.48917770385742,56.590911865234375,0,,,,,,,
1995-01-29,42.020530700683594,58.0880241394043,58.0880241394043,57.189754486083984,0,,,,,,,
1995-02-05,45.052947998046875,60.78282928466797,62.279945373535156,60.48340606689453,0,,,,,,,
1995-02-12,43.53675842285156,60.78282928466797,61.082252502441406,59.88456344604492,0,,,,,,,
1995-02-19,41.58733367919922,58.0880241394043,58.0880241394043,56.29148864746094,0,,,,,,,
1995-02-26,40.50433349609375,56.29148864746094,57.48917770385742,55.69264221191406,0,,,,,,,
1995-03-05,42.020530700683594,57.189754486083984,58.387447357177734,57.189754486083984,0,,,,,,,
1995-03-12,40.071128845214844,56.29148864746094,56.89033508300781,55.393218994140625,0,,,,,,,
1995-03-19,38.77153015136719,53.596683502197266,53.596683502197266,53.596683502197266,0,,,,,,,
1995-03-26,38.12173080444336,53.29726028442383,53.8961067199707,52.09956741333008,0,,,,,,,
1995-04-02,36.38892364501953,50.901878356933594,50.901878356933594,49.704185485839844,0,,,,,,,
1995-04-09,41.80393600463867,58.387447357177734,58.68687057495117,57.48917770385742,0,,,,,,,
1995-04-16,41.80393600463867,57.78860092163086,57.78860092163086,57.78860092163086,0,47.16980348358974,,,,,,
1995-04-23,42.9952507019043,59.28571701049805,60.18398666381836,59.28571701049805,0,49.965655432553085,,,,,,
1995-04-30,39.20473098754883,55.243507385253906,55.69264221191406,53.8961067199707,0,42.29581565149269,,,,,,
1995-05-07,42.9952507019043,58.68687057495117,60.78282928466797,58.0880241394043,0,50.48169205111401,,,,,,
1995-05-14,41.93389892578125,56.89033508300781,58.0880241394043,56.89033508300781,0,48.41085510477649,,,,,,
1995-05-21,45.052947998046875,62.87879180908203,63.47763442993164,61.68109893798828,0,54.33883267217742,,,45.726632983769626,41.46387577056885,37.20111855736807,
1995-05-28,45.052947998046875,62.279945373535156,63.836944580078125,62.279945373535156,0,54.3388326721774,,,46.05263582885275,41.56134605407715,37.07005627930155,
1995-06-04,48.605201721191406,68.38816833496094,68.74747467041016,66.7114028930664,0,60.355816414115914,,,47.36588943689346,41.933899307250975,36.50190917760849,
1995-06-11,49.99604415893555,68.26840209960938,68.50794219970703,67.78932189941406,0,62.44263903124016,,,48.82601432956249,42.37599468231201,35.92597503506153,
1995-06-18,51.91895294189453,68.74747467041016,72.10101318359375,68.50794219970703,0,65.1722275783466,,,50.53976873087123,42.87091579437256,35.202062857873884,
1995-06-25,50.870094299316406,70.9033203125,71.38240051269531,69.46609497070312,0,62.50382308973676,,,51.547357876997424,43.161773109436034,34.776188341874644,
1995-07-02,49.296791076660156,68.26840209960938,68.26840209960938,66.83116912841797,0,58.62623848893558,,,52.25237767687281,43.449774742126465,34.64717180738012,
1995-07-09,48.77235794067383,66.11255645751953,67.31024932861328,66.11255645751953,0,57.34908363476703,,,52.86119772383895,43.8090259552002,34.75685418656145,
1995-07-16,51.5693359375,68.98701477050781,71.38240051269531,68.74747467041016,1173507,62.09219939670736,,,53.879510691016215,44.36227607727051,34.8450414635248,18.539828586399242
1995-07-23,51.91895294189453,71.14286041259766,71.14286041259766,70.42424774169922,358606,62.65131150137344,,,54.8532907178022,44.85719718933105,34.861103660859904,19.43404813504251
1995-07-30,49.99604415893555,68.02886199951172,69.9451675415039,67.07070922851562,1515833,57.617728235416564,,,55.33528176290166,45.35344295501709,35.371604147132516,19.267111252529258
1995-08-06,51.91895294189453,69.22655487060547,71.38240051269531,68.98701477050781,541875,60.99275378925767,,,55.90350977230739,46.010814094543456,36.118118416779524,19.38961313002564
