Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
1995-01-31,44.61973571777344,60.78282928466797,61.68109893798828,59.88456344604492,0,,,,,,,
1995-02-28,40.071128845214844,55.09379577636719,55.69264221191406,54.49494934082031,0,,,,,,,
1995-03-31,36.38892364501953,50.901878356933594,50.901878356933594,49.704185485839844,0,,,,,,,
1995-04-30,39.20473098754883,55.243507385253906,55.69264221191406,53.8961067199707,0,,,,,,,
1995-05-31,49.12504196166992,67.07070922851562,68.74747467041016,66.35209655761719,0,,,,,,,
1995-06-30,49.296791076660156,68.26840209960938,68.26840209960938,66.83116912841797,0,,,,,,,
1995-07-31,50.17084884643555,68.02886199951172,68.98701477050781,67.78932189941406,1014034,,,,,,,
1995-08-31,53.31745147705078,73.05916595458984,73.53823852539062,73.05916595458984,935549,,,,,,,
1995-09-30,58.3869743347168,78.8080825805664,80.24531555175781,78.56854248046875,527681,,,,,,,
1995-10-31,58.177207946777344,79.52669525146484,79.71833038330078,79.33506774902344,91321,,,,,,,
1995-11-30,50.765201568603516,68.02886199951172,70.52005767822266,68.02886199951172,121327,,,,,,,
1995-12-31,53.142642974853516,72.81962585449219,72.81962585449219,72.81962585449219,0,,,,,,,
1996-01-31,51.42948913574219,69.18822479248047,70.61587524414062,69.56190490722656,37050,,,,,,,
1996-02-29,59.100215911865234,81.36634826660156,82.01789855957031,80.48484802246094,441996,,,,,,,
1996-03-31,62.93906021118164,86.88531494140625,89.10823059082031,84.31746673583984,541406,67.13662270683575,,,,,,
1996-04-30,66.8548583984375,90.22926330566406,92.94084167480469,89.33818817138672,381202,69.53978819529874,,,,,,
1996-05-31,67.79882049560547,92.7587890625,93.27619171142578,92.55757904052734,177946,70.10727520986008,,,,,,
1996-06-30,72.86544036865234,98.3064956665039,100.17489624023438,97.92323303222656,327974,73.01343244882685,,,,,,
1996-07-31,72.54008483886719,97.53997802734375,98.88138580322266,94.28225708007812,686216,72.52582443743798,,,,,,
1996-08-31,72.03791046142578,95.81529998779297,98.06695556640625,95.81529998779297,727180,71.72957821551623,,,77.19829060364575,55.41162796020508,33.62496531676442,
1996-09-30,63.352333068847656,85.46724700927734,86.99070739746094,83.95336151123047,857639,59.55155856568719,,,77.80676520814181,56.348257827758786,34.88975044737576,
1996-10-31,58.66297912597656,76.65223693847656,80.48484802246094,76.65223693847656,1198660,54.20116176856213,,,77.4047868046602,57.27785034179688,37.15091387893355,
1996-11-30,44.976837158203125,61.70505142211914,62.078731536865234,60.555267333984375,2217286,42.26581980169291,,,76.34456294224329,57.70724601745606,39.06992909266883,
1996-12-31,47.72113037109375,67.30066680908203,67.45397186279297,64.24415588378906,6803976,44.88652528967449,,,75.39864388673496,58.1330659866333,40.86748808653163,
1997-01-31,45.401206970214844,62.854835510253906,63.23809814453125,60.93852996826172,5822399,43.10520211511385,,,75.67122636033909,57.94687423706055,40.222522113782,
1997-02-28,51.46272277832031,68.99659729003906,70.9033203125,67.64559936523438,2272601,48.820218001943545,,,75.59226869722588,58.05517082214355,40.51807294706122,
1997-03-31,49.30547332763672,68.96784973144531,68.96784973144531,66.73535919189453,57141,47.010368964409956,,,75.63067747975967,58.011902046203616,40.39312661264756,
1997-04-30,57.38984298706055,77.8020248413086,79.49795532226562,77.08340454101562,3052487,53.90660080383235,,,75.70623979784943,58.2155216217041,40.72480344555876,21.85524879603999
1997-05-31,57.18228530883789,75.91445922851562,76.36479187011719,75.3874740600586,7702058,53.713323744797336,,,75.6515252177715,58.155287170410155,40.6590491230488,20.764071811825243
1997-06-30,64.43216705322266,84.03001403808594,85.65887451171875,83.9342041015625,9335669,59.214113763117226,,,76.17698339445425,58.46803512573242,40.759086857010594,20.517139638717246
