Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd
1996-02-12,14.73501682281494,23.871076583862305,24.2673568725586,22.455795288085938,81608160,64.33538198510522,,,15.489867538285091,12.766268253326416,10.04266896836774,34.17032198482927,-30.42245355704401,-32.196366453272134,15.652704238891602,,,12.027835845947266,,
1996-02-13,14.814550399780272,22.668088912963867,23.10682487487793,22.031211853027344,83711982,64.82508365253358,,,15.743083894043458,12.91462788581848,10.086171877593504,35.01520042680242,-40.69174917646757,-32.05403523565074,15.652704238891602,,,12.027835845947266,,
1996-02-14,15.248923301696776,23.682373046875,24.04562759399414,23.399316787719727,52251098,67.45350577337929,,,16.0169495754093,13.109025049209595,10.201100523009892,36.203100492290005,-41.152086141202616,-37.42209629157135,15.652704238891602,,,12.027835845947266,,
1996-02-15,15.160210609436035,23.399316787719727,23.77672576904297,23.139848709106445,40662588,66.3628324946016,0.9815586483405916,0.7701012446631221,16.2151141065689,13.302810192108154,10.390506277647406,36.97917760224224,-44.27862118847269,-42.0408188353809,15.652704238891602,,,12.027835845947266,,
1996-02-16,14.80537223815918,23.205894470214844,23.253070831298828,22.67752265930176,41113559,62.04164647201316,0.9532554951866564,0.806732094767829,16.319703978130665,13.472123670578004,10.624543363025342,37.12465252831815,-52.12631970682085,-45.85234234549866,15.652704238891602,,,12.027835845947266,,
1996-02-19,14.90631866455078,22.92755508422852,23.30496406555176,22.880380630493164,29196493,62.7840704245045,0.9282700559869036,0.8310396870116439,16.43312973435227,13.626601266860964,10.820072799369656,37.28837654718821,-53.49023206046181,-49.96505765191839,14.80537223815918,,,12.027835845947266,,
1996-02-20,14.44135284423828,23.021907806396484,23.0407772064209,22.08782196044922,30560533,57.2314950466451,0.8610247027885265,0.8370366901670204,16.46807495511911,13.751559734344482,11.035044513569854,36.46859105119547,-63.41895175619054,-56.34516784115768,14.80537223815918,,,12.027835845947266,,
1996-02-21,14.44135284423828,22.27180862426757,22.27180862426757,22.27180862426757,0,57.2314950466451,0.7985273496810983,0.829334822069836,16.428649273917678,13.896707487106324,11.364765700294967,35.707361662059355,-100.57934793635222,-72.49617725100147,14.80537223815918,,,12.027835845947266,,
1996-02-22,14.842076301574709,22.682241439819336,22.970014572143555,22.550148010253903,21638101,60.70505488165796,0.7724287038182869,0.8179535984195262,16.39660340130424,14.056384992599488,11.716166583894736,35.480958882772484,-148.85994741744426,-104.2860823699956,14.80537223815918,,,12.027835845947266,,
1996-02-23,15.062323570251465,22.92755508422852,23.352140426635746,22.578453063964844,46653977,62.5074347202181,0.7607480231784081,0.8065124833713025,16.32538555311203,14.22707486152649,12.128764169940943,35.5151683151151,-159.1876071705933,-136.20896750812986,14.80537223815918,,,12.027835845947266,,
1996-02-26,15.46304702758789,23.77672576904297,24.3758602142334,23.691808700561523,71998409,65.59913845873744,0.7748935432260993,0.8001886953422619,16.331094951671744,14.391188049316408,12.451281146961067,36.13092448598655,-152.30327184903553,-153.4502754790243,15.062323570251465,,,12.027835845947266,,
1996-02-27,15.435521125793455,23.96542930603028,24.1069564819336,23.493667602539062,62652564,65.20140589573109,0.7749497215450933,0.7951409005828282,16.31263357888119,14.540312576293946,12.7679915737067,36.43582942871039,-200.8568780211286,-170.78258568025242,15.062323570251465,,,12.027835845947266,,
1996-02-28,15.453871726989746,24.15413284301757,24.342836380004883,23.78615951538086,36609684,65.35222687782112,0.7676262656620132,0.7896379735986652,16.10019447890568,14.71161437034607,13.323034261786455,36.85587904270047,-259.2667180045886,-204.1422892915842,15.062323570251465,,,12.027835845947266,,
1996-02-29,14.701366424560549,23.682373046875,23.77200698852539,22.36144256591797,71030227,54.85326213885157,0.6931117246406089,0.7703327238070539,15.82228500061007,14.815466165542604,13.808647330475136,35.48716935414469,-308.15725768555654,-256.0936179037579,15.062323570251465,,,14.701366424560549,,
1996-03-01,14.88184642791748,22.92755508422852,23.15400123596192,22.644500732421875,49598798,56.65196613544896,0.6412299423458663,0.7445121675148163,15.689262063810808,14.88475170135498,14.080241338899151,34.21622464334289,-315.7224919365438,-294.3821558755629,15.062323570251465,,,14.701366424560549,,
1996-03-04,14.731953620910645,23.021907806396484,23.111543655395508,22.172739028930664,40613835,54.70266821151839,0.5813170976261262,0.7118731535370783,15.673752289246668,14.904023218154908,14.134294147063148,32.512303782508944,-327.3410955731041,-317.07361506506805,14.88184642791748,,,14.701366424560549,,
1996-03-05,14.731953620910645,22.719980239868164,22.719980239868164,22.719980239868164,0,54.70266821151839,0.5277521383998209,0.6750489505096268,15.665403600563453,14.917176532745362,14.168949464927271,30.93009155459171,-328.7835643344048,-323.9490506146841,14.88184642791748,,,14.701366424560549,,
1996-03-06,14.90937614440918,22.74828720092773,23.10682487487793,22.691675186157227,22160082,56.74576614004189,0.4939243843175571,0.6388240372712128,15.62748564226806,14.951895713806152,14.276305785344244,29.81903767584909,-321.5056187305208,-325.87675954600985,14.88184642791748,,,14.701366424560549,,
1996-03-07,14.814550399780272,23.116260528564453,23.323835372924805,22.762439727783203,31303495,55.30987526782426,0.4542279434072949,0.6019048184984293,15.623211074542516,14.961684417724609,14.3001577609067,28.984929709787284,-320.8525409891337,-323.7139080180197,14.88184642791748,,,14.701366424560549,,
1996-03-08,14.676895141601562,22.64921760559082,22.734134674072266,22.27652740478516,39637704,53.20516186547264,0.4069693102079927,0.562917716840342,15.503499407676609,14.912893962860108,14.322288518043605,27.59384629448679,-324.4589687885744,-322.2723761694096,14.88184642791748,,,14.701366424560549,,
1996-03-11,14.340413093566896,22.172739028930664,22.36144256591797,21.83778953552246,39109363,48.36079022556098,0.3384636158615226,0.5180268966445781,15.53071885963888,14.893163776397705,14.25560869315653,25.78327066023434,-303.8439767981757,-316.3851621919612,14.676895141601562,,,14.701366424560549,,
1996-03-12,14.31900119781494,22.0925407409668,22.186891555786133,21.88968276977539,27429706,48.060906054285056,0.2792258566313794,0.4702666886419384,15.55301564285743,14.86838631629944,14.183756989741449,24.10202185699992,-297.2111254387992,-308.50469034184965,14.676895141601562,,,14.701366424560549,,
1996-03-13,14.661596298217772,22.07366943359375,22.68695831298828,21.960447311401367,27421227,53.07481933748161,0.2569619694418215,0.427605744801915,15.505997122824136,14.839019966125488,14.17204280942684,23.103746309915977,-285.1865209046895,-295.41387438055466,14.676895141601562,,,14.701366424560549,,
1996-03-14,14.646306991577148,22.691675186157227,22.88981437683105,22.46523094177246,36343129,52.82971441193052,0.2353707516616694,0.3891587461738658,15.468315266472644,14.813324785232544,14.158334303992444,22.395164731768585,-282.02105279836394,-288.1395663806174,14.676895141601562,,,14.701366424560549,,
1996-03-15,14.383237838745115,22.550148010253903,22.59732437133789,22.12556266784668,29065070,48.66533712420172,0.1947866941816549,0.3502843357754236,15.473549749326407,14.79221806526184,14.110886381197274,21.269918041769248,-292.2381917355264,-286.4819218128598,14.676895141601562,,,14.701366424560549,,
1996-03-18,14.00697898864746,21.98403549194336,22.12084579467773,21.535863876342773,27165271,43.39635699782445,0.1307553255592459,0.3063785337321881,15.506751599781428,14.747251081466676,13.987750563151923,20.01910261125199,-274.107884848489,-282.78904312745965,14.383237838745115,,,14.701366424560549,,
1996-03-19,13.624610900878906,21.60190963745117,21.87553024291992,20.474401473999023,35581619,38.79901205859404,0.0485959120808452,0.2548220094019195,15.602806650492562,14.706413984298706,13.81002131810485,19.950602572834537,-222.7280230094434,-263.02469986448614,14.383237838745115,,,14.701366424560549,,
1996-03-20,13.624610900878906,21.01220893859864,21.01220893859864,21.01220893859864,0,38.79901205859404,-0.0163277983319289,0.2005920478551498,15.673970281918278,14.665576887130737,13.657183492343195,19.886995394304048,-230.63444381071332,-242.49011722288185,14.383237838745115,,,14.701366424560549,,
1996-03-21,14.055926322937012,21.42263984680176,21.842506408691406,21.42263984680176,13650996,46.24851051953048,-0.0326009531825217,0.1539534476476155,15.664913347496904,14.626269388198851,13.587625428900804,18.75592948179575,-223.69759678128625,-225.68668786714755,14.383237838745115,,,14.701366424560549,,
1996-03-22,13.902978897094728,21.441511154174805,21.60662651062012,21.06410217285156,23179668,44.19420155018194,-0.0571799893499491,0.1117267602481026,15.632229619381468,14.568302154541016,13.504374689700564,18.085153135945337,-226.37831701279129,-226.90345253493007,14.383237838745115,,,14.701366424560549,,
1996-03-25,13.994750022888184,21.60662651062012,21.884965896606445,21.479251861572266,22524674,45.75126460930322,-0.0684646715904779,0.0756884738803864,15.502886025276371,14.49488730430603,13.486888583335688,17.116649000058313,-225.6939183128095,-225.25661070229555,13.902978897094728,,,14.701366424560549,,
1996-03-26,13.887683868408203,21.597192764282227,21.70097923278809,20.927291870117188,24039214,44.2017448569908,-0.0850666124885499,0.0435374566065992,15.360302009621549,14.417495441436769,13.474688873251988,16.806080478494874,-228.76776931443047,-226.94666821334363,13.902978897094728,,,14.701366424560549,,
1996-03-27,14.144636154174805,21.70097923278809,22.031211853027344,21.70097923278809,14674821,48.69288467772947,-0.0766067928177545,0.0195086067217284,15.171679027718367,14.35203366279602,13.532388297873672,16.093245163259798,-253.30784169264408,-235.9231764399612,13.902978897094728,,,14.701366424560549,,
1996-03-28,14.38017749786377,21.81420135498047,23.116260528564453,21.856660842895508,15454878,52.46953976324528,-0.0503160942307729,0.0055436665312281,15.140050481733638,14.335974216461182,13.531897951188723,15.655292402819276,-238.0967919072197,-240.057467638098,13.902978897094728,,,14.701366424560549,,
1996-03-29,14.40158462524414,22.314266204833984,22.408620834350582,22.031211853027344,21249133,52.80952495640398,-0.0274368747008768,-0.0010524417151928,15.077139391363534,14.311961126327514,13.546782861291494,15.24862198241022,-231.83194635704567,-241.0788599856364,13.902978897094728,,,14.701366424560549,,
1996-04-01,14.790077209472656,21.70097923278809,22.92755508422852,21.70097923278809,40137428,58.59746402088148,0.0217919721023243,0.0035164410483105,15.08681565406594,14.314867305755616,13.542918957445291,15.386657491790812,-218.74606127574617,-229.5582665133371,14.40158462524414,,,14.40158462524414,,
1996-04-02,15.258094787597656,23.1209774017334,23.871076583862305,22.51712417602539,53712115,64.28116251823398,0.097447975435573,0.022302747925763,15.199241625339807,14.341174364089966,13.483107102840124,16.31754073937854,-168.384398447243,-206.32080202667817,14.40158462524414,,,14.40158462524414,,
1996-04-03,15.466106414794922,23.871076583862305,24.29094314575196,23.77672576904297,48630086,66.48344770056008,0.1722056238014566,0.0522833231009017,15.329064891713866,14.369010877609252,13.408956863504638,17.494114933273078,-135.33190314905733,-174.15412095734868,14.40158462524414,,,14.40158462524414,,
1996-04-04,15.420223236083984,23.77672576904297,23.847488403320312,23.451210021972656,40702863,65.52376938103602,0.2251537770820988,0.0868574138971412,15.447790444791147,14.39929451942444,13.35079859405773,18.12657509408069,-126.94396813966134,-143.55342324532035,14.40158462524414,,,14.40158462524414,,
1996-04-05,15.420223236083984,23.78144264221192,23.78144264221192,23.78144264221192,0,65.52376938103602,0.2640715179477642,0.1223002347072658,15.570861649978548,14.43646092414856,13.30206019831857,18.713859529116323,-126.21804759118908,-129.49797295996908,14.40158462524414,,,14.40158462524414,,
1996-04-08,16.23696517944336,24.62589263916016,25.333534240722656,24.390012741088867,67392257,73.4389119309158,0.3567064668945718,0.169181481144727,15.90875503842882,14.531288528442383,13.153822018455948,20.37185156711796,-108.10343123970152,-120.42181565685046,15.420223236083984,,,14.40158462524414,,
1996-04-09,16.350143432617188,25.286357879638672,26.078916549682617,24.63061141967773,123803836,74.31877974265322,0.4342471397767955,0.2221946128711407,16.216762320028188,14.632845640182495,13.0489289603368,22.320419964956017,-89.96174149070515,-108.09440677386506,15.420223236083984,,,14.40158462524414,,
1996-04-10,16.084014892578125,25.097654342651367,25.427885055541992,24.644763946533203,70021770,68.56702910680616,0.4688200667352316,0.2715197036439589,16.40971345085027,14.703966569900512,12.998219688950757,24.12980490580565,-89.02247961885307,-95.69588411641972,15.420223236083984,,,14.40158462524414,,
1996-04-11,16.04730796813965,24.53154182434082,24.946691513061523,24.40888404846192,76341715,67.78774841196575,0.4876362512433552,0.3147430131638381,16.576845695917225,14.774016618728638,12.97118754154005,25.44162736115742,-90.57008107416412,-89.8514340612406,15.420223236083984,,,14.40158462524414,,
1996-04-12,16.429676055908203,24.814598083496094,25.4184513092041,24.63532829284668,68621695,71.43027677929543,0.5273234654663757,0.3572591036243456,16.806627008337344,14.876338529586793,12.94605005083624,26.94709617942412,-86.42952132454529,-88.67402733918732,15.420223236083984,,,14.40158462524414,,
1996-04-15,16.919113159179688,25.84775352478028,26.456323623657227,25.70150756835937,88429949,75.28307476099891,0.5914514681474774,0.404097576528972,17.101521346867933,15.021945238113403,12.942369129358871,28.8881756700118,-95.55289197843568,-90.85083145904817,16.429676055908203,76.94072595262773,,14.40158462524414,,
1996-04-16,17.381017684936523,26.09778594970703,27.362104415893555,25.99399948120117,96678839,78.26242349059854,0.6718011022953547,0.4576382816822485,17.42472986251334,15.209765577316285,12.994801292119227,31.07688857411128,-80.89857907039055,-87.62699745779032,16.429676055908203,76.94072595262773,,14.40158462524414,,
1996-04-17,17.509492874145508,26.984695434570312,27.17340087890625,26.65446281433105,63548145,79.01992863888184,0.737345974886054,0.5135798203230096,17.708429291315888,15.404009675979614,13.09959006064334,33.10926484220364,-74.38559444697361,-83.61235516526644,16.429676055908203,76.94072595262773,,14.40158462524414,,
1996-04-18,18.43635940551757,27.55080795288086,28.588680267333984,27.475326538085938,100389409,83.48991657224161,0.8542340630379552,0.5817106688659988,18.19091587866852,15.623031330108642,13.055146781548764,35.50526692009101,-52.68940603251095,-69.32452651662486,16.429676055908203,76.94072595262773,,14.40158462524414,,
1996-04-19,18.852378845214844,28.588680267333984,29.69731712341309,28.447153091430664,129471967,85.03147343807392,0.9692649242947732,0.6592215199517536,18.67105242622167,15.87050132751465,13.069950228807627,38.03807060949589,-48.67383698301544,-58.582945820833146,16.429676055908203,76.94072595262773,,14.40158462524414,,
1996-04-22,18.668840408325195,29.626554489135746,29.65014266967773,28.59339904785156,120420233,81.41956169754827,1.033701821490034,0.7341175802594097,19.01746295491024,16.1042058467865,13.190948738662764,40.38995974965757,-67.40586342542672,-56.25636881365085,18.852378845214844,81.97611391405073,,14.40158462524414,,
1996-04-23,18.47307014465332,28.423564910888672,29.008548736572266,28.1405086517334,156792508,77.63164354848847,1.0567894911764275,0.7986519624428132,19.23459890515439,16.333475160598756,13.432351416043122,41.86903347641395,-76.72951245390007,-64.26973762078056,18.852378845214844,81.97611391405073,,14.40158462524414,,
1996-04-24,19.4947566986084,29.2491455078125,30.192665100097656,29.2491455078125,101305658,82.26807080080086,1.1443369974721378,0.8677889694486781,19.629317040418087,16.600981187820434,13.57264533522278,43.630918431659815,-70.17477476032256,-71.43671687988292,18.852378845214844,81.97611391405073,,14.40158462524414,,
1996-04-25,19.36321830749512,31.23053932189941,31.89100456237793,29.154794692993164,131851353,79.96983232239711,1.1893943800654725,0.932110051572037,19.92618720283177,16.850133228302003,13.774079253772236,45.691432615196526,-67.82258210928867,-71.5756231078369,18.852378845214844,81.97611391405073,,14.40158462524414,,
1996-04-26,19.02979850769043,29.711471557617188,30.37193489074707,28.45187187194824,162657244,74.30356604140177,1.1845438054169612,0.982596802341022,20.081379669682946,17.081543922424316,14.081708175165687,46.70114079736578,-70.6907522117342,-69.56270302711495,18.852378845214844,81.97611391405073,,14.40158462524414,,
1996-04-29,18.864614486694336,28.96137237548828,29.230274200439453,28.58396339416504,93379495,71.59695002566849,1.154067350038332,1.016890911880484,20.18677042585391,17.285270786285402,14.383771146716892,47.63872696652295,-73.3640260289799,-70.62578678333405,19.02979850769043,82.28125905443486,,14.40158462524414,,
1996-04-30,18.27729034423828,29.107616424560547,29.107616424560547,27.95652198791504,102988185,62.83301069048096,1.0701859522661223,1.0275499199576117,20.211564200829457,17.43623056411743,14.660896927405403,47.70367384031,-80.10367527917734,-74.71948450663028,19.02979850769043,82.28125905443486,,18.27729034423828,,
1996-05-01,18.57707023620605,28.87173652648925,29.11705207824707,28.53207015991211,60334650,65.17611382025046,1.0161851225757417,1.0252769604812375,20.2544317620248,17.59177875518799,14.92912574835118,47.76817726355806,-83.41030160128213,-78.95933430314625,19.02979850769043,82.28125905443486,,18.27729034423828,,
1996-05-02,18.209997177124023,28.54150581359864,29.390674591064453,27.57439613342285,90601602,60.17374447181796,0.9330141416371198,1.006824396712414,20.21021900023968,17.73126745223999,15.252315904240303,46.65048504359672,-112.4128676057534,-91.97561482873742,19.02979850769043,82.28125905443486,,18.27729034423828,,
1996-05-03,17.481964111328125,27.645160675048828,27.81027603149414,26.819578170776367,125929915,51.69856240951265,0.7991423405916684,0.9652879854882648,20.08089369670978,17.8343544960022,15.587815295294618,44.80044979369431,-139.30115950491137,-111.70810957064876,19.02979850769043,82.28125905443486,,18.27729034423828,,
1996-05-06,16.466386795043945,26.248748779296875,26.41858291625977,25.243900299072266,148646954,42.67012683117913,0.6041352764725154,0.893057443685115,20.061756225060925,17.845825576782225,15.629894928503523,41.684371277951264,-138.0630529554521,-129.9256933553721,17.481964111328125,70.98954560576946,,18.27729034423828,,
1996-05-07,16.802875518798828,25.286357879638672,26.31951332092285,25.286357879638672,185128395,46.03295649475265,0.4713096369468168,0.8087078823374554,20.03143118779865,17.86846218109131,15.705493174383976,38.790869799047016,-132.45367058215754,-136.60596101417346,17.481964111328125,70.98954560576946,,18.27729034423828,,
1996-05-08,17.007827758789062,25.286357879638672,26.64502716064453,23.77672576904297,165100221,48.032463172336016,0.3782223813980181,0.722610782149568,19.959448295477863,17.914652824401855,15.869857353325845,37.03919573000002,-97.00859886754634,-122.50844080171846,17.481964111328125,70.98954560576946,,18.27729034423828,,
1996-05-09,16.726402282714844,25.805295944213867,26.70163917541504,25.574132919311523,199096820,45.53752886282664,0.2785306488293884,0.6337947554855321,19.88808410229212,17.948607540130617,16.00913097796911,35.3626379416958,-87.35128444565387,-105.60451796511906,17.481964111328125,70.98954560576946,,18.27729034423828,,
1996-05-10,16.512271881103516,25.097654342651367,25.64017868041992,24.96084213256836,145995185,43.67847764255925,0.1801688246219548,0.5430695693128167,19.879569594146258,17.95273733139038,16.025905068634504,34.217661237353454,-86.80030055967539,-90.386727957625,17.481964111328125,70.98954560576946,,18.27729034423828,,
1996-05-13,16.946643829345703,25.946823120117188,26.31951332092285,25.66848373413086,116850624,48.29019730271047,0.1357022650642605,0.4615961084631054,19.878027592308182,17.95411386489868,16.030200137489178,32.52619697046076,-83.32929366257483,-85.82695955596785,16.512271881103516,64.9737767944178,,18.27729034423828,,
1996-05-14,17.628795623779297,26.050609588623047,27.833864212036133,25.83359909057617,188017574,54.58003256777503,0.1537339952794099,0.4000236858263663,19.87865041219323,17.96650276184082,16.054355111488412,30.63728444957432,-76.36751713868867,-82.16570378697945,16.512271881103516,64.9737767944178,,18.27729034423828,,
1996-05-15,17.741973876953125,26.984695434570312,27.503631591796875,26.24403190612793,190519903,55.546177206978,0.175137929515639,0.3550465345642208,19.88182825893161,17.978126811981202,16.074425365030795,28.883294251608334,-86.27833044830359,-81.9917137498555,16.512271881103516,64.9737767944178,,18.27729034423828,,
1996-05-16,18.02645301818848,27.833864212036133,28.418846130371094,27.645160675048828,156581066,57.966445819697846,0.2126050125683178,0.3265582301650402,19.84995034237109,17.957631492614745,16.065312642858395,27.89412354440451,-98.25665402802726,-86.96750053833965,16.512271881103516,64.9737767944178,,18.27729034423828,,
1996-05-17,17.49725914001465,27.267751693725582,27.43758583068848,26.80070877075196,149017375,52.26583474312808,0.197321819406909,0.300710948013414,19.745887659954835,17.889875507354738,16.03386335475464,26.26460288493951,-109.36395634137244,-97.96631360590092,16.512271881103516,64.9737767944178,,18.27729034423828,,
1996-05-20,16.610157012939453,26.277055740356445,26.314796447753903,25.49864959716797,94692661,44.38573602674925,0.1123331443210986,0.2630353872749509,19.68656707940302,17.78694133758545,15.88731559576788,24.968618955581544,-124.61478444589626,-110.74513160509848,17.49725914001465,67.94524184403602,,18.27729034423828,,
1996-05-21,16.533687591552734,25.49864959716797,26.18270301818848,25.097654342651367,205964183,43.77307578486083,0.0383663009458565,0.218101570009132,19.63700594217918,17.68997220993042,15.742938477681662,24.02772276297313,-130.20951162168086,-121.39608413631636,17.49725914001465,67.94524184403602,,18.27729034423828,,
1996-05-22,16.61627769470215,25.87605857849121,26.06004524230957,25.52695655822754,95926338,44.66151642027155,-0.0134337681247771,0.1717945023823502,19.35911155511309,17.54604825973511,15.73298496435713,23.15403344126532,-150.23365062670166,-135.0193155647594,17.49725914001465,67.94524184403602,,18.27729034423828,,
1996-05-23,16.377681732177734,25.475061416625977,25.55526161193848,25.097654342651367,106451278,42.56886945181368,-0.0728980726051418,0.1228559873848518,19.07327341386981,17.39677143096924,15.720269448068668,22.64085670694607,-160.09850530495277,-146.84722251777825,17.49725914001465,67.94524184403602,,18.27729034423828,,
1996-05-24,16.548978805541992,25.70150756835937,25.70150756835937,25.442039489746094,89595265,44.57669715874867,-0.1049914440794488,0.0772865010919916,18.808799850286107,17.272730445861818,15.736661041437529,22.022997620482293,-159.61987667396875,-156.65067753520756,17.49725914001465,67.94524184403602,,18.27729034423828,,
1996-05-27,15.980012893676758,25.333534240722656,25.40901565551757,24.58343505859375,96845767,39.6218038355636,-0.1743269338553545,0.0269638141025224,18.578915729394343,17.128500366210936,15.678085003027526,22.0474912084312,-167.7125114463875,-162.47696447510285,16.548978805541992,62.45216553177263,,18.27729034423828,,
1996-05-28,16.041189193725586,24.15413284301757,24.95612525939941,24.03619384765625,178187902,40.389048921994295,-0.2217828186177044,-0.0227855124415229,18.44014487809197,17.016695308685303,15.593245739278627,22.417644203457545,-180.6475308608765,-169.3266396604107,16.548978805541992,62.45216553177263,,18.27729034423828,,
1996-05-29,16.867107391357422,25.239181518554688,26.3242301940918,25.14483070373535,148266994,49.68493027205621,-0.1905507032373172,-0.0563385506006818,18.161843449276176,16.93119716644287,15.700550883609568,21.44973289627094,-170.19149857708285,-172.85051362811544,16.548978805541992,62.45216553177263,,18.27729034423828,,
1996-05-30,16.720279693603516,26.41858291625977,26.602569580078125,25.597719192504883,152006710,48.24457816671063,-0.1756223300024295,-0.0801953064810313,17.94028364068233,16.856711292266844,15.773138943851356,20.312596402354057,-168.43694696346995,-173.0919921338096,16.548978805541992,62.45216553177263,,18.27729034423828,,
