Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,wk_close,wk_rsi,wk_macd,mon_close,mon_rsi,mon_macd
1995-01-02,45.486141204833984,62.27994537353516,63.47763442993164,62.27994537353516,0,,,,,,,,,,,,,
1995-01-03,45.269561767578125,62.579368591308594,63.1782112121582,61.98052215576172,0,,,,,,,,,,,,,
1995-01-04,44.83635330200195,62.27994537353516,62.27994537353516,61.38167572021485,0,,,,,,,,,,,,,
1995-01-05,43.96994018554688,61.38167572021485,61.68109893798828,60.48340606689453,0,,,,,,,,,,,,,
1995-01-06,43.10354232788086,60.48340606689453,60.48340606689453,59.28571701049805,0,,,,,,,,,,,,,
1995-01-09,42.67034530639648,59.28571701049805,59.28571701049805,58.68687057495117,0,,,,,,,,43.10354232788086,,,,,
1995-01-10,41.80393600463867,58.0880241394043,58.38744735717773,57.48917770385742,0,,,,,,,,43.10354232788086,,,,,
1995-01-11,41.15413665771485,57.189754486083984,57.78860092163086,56.29148864746094,0,,,,,,,,43.10354232788086,,,,,
1995-01-12,41.15413665771485,57.48917770385742,57.78860092163086,56.29148864746094,0,,,,,,,,43.10354232788086,,,,,
1995-01-13,41.15413665771485,56.590911865234375,57.189754486083984,56.590911865234375,0,,,,,,,,43.10354232788086,,,,,
1995-01-16,41.37073516845703,57.189754486083984,57.48917770385742,56.89033508300781,0,,,,,,,,41.15413665771485,,,,,
1995-01-17,41.15413665771485,57.189754486083984,57.48917770385742,56.89033508300781,0,,,,,,,,41.15413665771485,,,,,
1995-01-18,41.37073516845703,56.29148864746094,57.48917770385742,56.29148864746094,0,,,,,,,,41.15413665771485,,,,,
1995-01-19,41.58733367919922,56.89033508300781,57.78860092163086,56.89033508300781,0,,,,,,,,41.15413665771485,,,,,
1995-01-20,41.15413665771485,57.189754486083984,57.48917770385742,56.590911865234375,0,11.538391195761804,,,,,,,41.15413665771485,,,,,
1995-01-23,40.72093200683594,56.29148864746094,56.590911865234375,55.09379577636719,0,10.65566335645071,,,,,,,41.15413665771485,,,,,
1995-01-24,40.72093200683594,55.69264221191406,56.29148864746094,54.49494934082031,0,10.655663356450711,,,,,,,41.15413665771485,,,,,
1995-01-25,42.0205307006836,55.9920654296875,58.38744735717773,55.9920654296875,0,29.4376020263344,,,,,,,41.15413665771485,,,,,
1995-01-26,42.0205307006836,58.0880241394043,58.0880241394043,58.0880241394043,0,29.4376020263344,,,,,,,41.15413665771485,,,,,
1995-01-27,42.0205307006836,58.0880241394043,58.0880241394043,57.189754486083984,0,29.4376020263344,,,45.17525521410733,42.237138175964354,39.29902113782138,,41.15413665771485,,,,,
1995-01-30,43.32014083862305,58.0880241394043,59.88456344604492,58.0880241394043,0,44.11172004452828,,,44.71901015408665,42.12883815765381,39.53866616122097,,42.0205307006836,,,,,
1995-01-31,44.61973571777344,60.78282928466797,61.68109893798828,59.88456344604492,0,54.337913667006,,,44.54028904031644,42.09634685516357,39.65240467001071,,42.0205307006836,,,44.61973571777344,,
1995-02-01,43.75334167480469,61.38167572021485,61.68109893798828,59.88456344604492,0,48.02855857854402,,,44.28021404925671,42.04219627380371,39.80417849835071,,42.0205307006836,,,44.61973571777344,,
1995-02-02,44.40314483642578,59.88456344604492,61.68109893798828,59.28571701049805,0,52.4847709841523,,,44.38299928025487,42.063856506347655,39.744713732440445,,42.0205307006836,,,44.61973571777344,,
1995-02-03,45.05294799804688,60.78282928466797,62.27994537353516,60.48340606689453,0,56.50139460490787,,,44.79023638296629,42.16132678985596,39.53241719674562,,42.0205307006836,,,44.61973571777344,,
1995-02-06,44.40314483642578,61.68109893798828,61.98052215576172,60.48340606689453,0,51.78692222780504,,,45.04697897915384,42.24796676635742,39.44895455356101,,45.05294799804688,,,44.61973571777344,,
1995-02-07,44.40314483642578,61.38167572021485,61.38167572021485,60.18398666381836,0,51.78692222780504,,,45.32010944926712,42.377927207946776,39.43574496662644,,45.05294799804688,,,44.61973571777344,,
1995-02-08,43.75334167480469,61.082252502441406,61.082252502441406,59.88456344604492,0,47.217643954808175,,,45.45198290611498,42.50788745880127,39.56379201148757,34.16347001930763,45.05294799804688,,,44.61973571777344,,
1995-02-09,43.75334167480469,59.88456344604492,60.78282928466797,59.88456344604492,0,47.217643954808175,,,45.56083288413568,42.63784770965576,39.71486253517584,32.48659329331865,45.05294799804688,,,44.61973571777344,,
1995-02-10,43.53675842285156,60.78282928466797,61.082252502441406,59.88456344604492,0,45.66032031030864,,,45.62200966378504,42.7569787979126,39.89194793204015,30.628011872629862,45.05294799804688,,,44.61973571777344,,
1995-02-13,43.10354232788086,60.18398666381836,60.18398666381836,59.28571701049805,0,42.63152561878154,,,45.63969902453999,42.843619155883786,40.04753928722759,29.40925373471017,43.53675842285156,,,44.61973571777344,,
1995-02-14,43.10354232788086,59.58514022827149,60.18398666381836,58.98629379272461,0,42.63152561878154,,,45.62859806188618,42.94108943939209,40.253580816898,28.51995671991974,43.53675842285156,,,44.61973571777344,,
1995-02-15,42.23713302612305,58.98629379272461,58.98629379272461,58.38744735717773,0,36.94695775727903,,,45.59613377459478,42.98440933227539,40.372684889956,28.15667682213248,43.53675842285156,,,44.61973571777344,,
1995-02-16,41.80393600463867,58.0880241394043,58.38744735717773,57.48917770385742,0,34.471934545724096,0.0260650566116282,0.2233601662619627,45.58540831877611,42.995239448547366,40.40507057831862,28.431140566517005,43.53675842285156,,,44.61973571777344,,
1995-02-17,41.58733367919922,58.0880241394043,58.0880241394043,56.29148864746094,0,33.27177522595388,-0.0806373894101852,0.1625606551275331,45.55177720861415,43.01689929962159,40.48202139062902,29.358223083501223,43.53675842285156,,,44.61973571777344,,
1995-02-20,40.93753433227539,56.89033508300781,57.48917770385742,56.590911865234375,0,29.90775987028132,-0.2151530726358927,0.0870179095748479,45.52484683792312,43.02772941589355,40.53061199386399,30.21908542070085,41.58733367919922,,,44.61973571777344,,
1995-02-21,39.421329498291016,55.84235382080078,55.84235382080078,53.8961067199707,0,23.848647127140783,-0.4390417790406999,-0.0181940281482616,45.74764910346709,42.96274929046631,40.17784947746552,32.12883173301644,41.58733367919922,,,44.61973571777344,,
1995-02-22,38.55492401123047,54.49494934082031,54.49494934082031,53.29726028442383,0,21.20495702157629,-0.6785648012140797,-0.1502681827614252,46.15752362233413,42.789468955993655,39.42141428965318,34.08573777531462,41.58733367919922,,,44.61973571777344,,
1995-02-23,39.854530334472656,55.09379577636719,56.590911865234375,54.79437255859375,0,33.1718531468206,-0.7548200571743138,-0.2711785576440029,46.2730203257444,42.681168937683104,39.08931754962181,33.80963770282906,41.58733367919922,,,44.61973571777344,,
1995-02-24,40.50433349609375,56.29148864746094,57.48917770385742,55.69264221191406,0,38.22379709089846,-0.7541261159634232,-0.3677680693078869,46.31195344239298,42.60535907745361,38.89876471251424,32.82627098329449,41.58733367919922,,,44.61973571777344,,
1995-02-27,40.50433349609375,55.9920654296875,55.9920654296875,55.9920654296875,0,38.22379709089846,-0.7449884000179807,-0.4432121354499057,46.26459939201669,42.46456871032715,38.66453802863761,31.91314474372668,40.50433349609375,,,44.61973571777344,,
1995-02-28,40.07112884521485,55.09379577636719,55.69264221191406,54.49494934082031,0,36.11301449712397,-0.7638969605294932,-0.5073491004658233,46.03846666724843,42.23713836669922,38.43581006615001,31.81483130711655,40.50433349609375,,,40.07112884521485,,
1995-03-01,41.58733367919922,56.29148864746094,57.78860092163086,55.69264221191406,0,47.11962615577946,-0.649055168355666,-0.5356903140437919,45.87421587498966,42.128837966918944,38.38346005884823,30.18327560771281,40.50433349609375,,,40.07112884521485,,
1995-03-02,41.80393600463867,58.68687057495117,58.68687057495117,57.48917770385742,0,48.485040715365976,-0.5344039471775162,-0.5354330406705368,45.59705966613814,41.99887752532959,38.40069538452104,28.11684273849685,40.50433349609375,,,40.07112884521485,,
1995-03-03,42.0205307006836,57.189754486083984,58.38744735717773,57.189754486083984,0,49.87871596385142,-0.4212092089952932,-0.512588274335488,45.16231075554283,41.84725666046143,38.53220256538002,26.372932895618,40.50433349609375,,,40.07112884521485,,
1995-03-06,41.58733367919922,58.0880241394043,58.0880241394043,56.590911865234375,0,47.13228283476231,-0.3622807952217073,-0.4825267785127319,44.80764246750026,41.706466102600096,38.605289737699934,25.10236489661642,42.0205307006836,,,40.07112884521485,,
1995-03-07,41.15413665771485,57.189754486083984,57.189754486083984,56.590911865234375,0,44.493893638148826,-0.3465402813554377,-0.4553294790812731,44.39328448217971,41.54401569366455,38.69474690514939,23.92255175468639,42.0205307006836,,,40.07112884521485,,
1995-03-08,40.61262893676758,56.29148864746094,56.89033508300781,55.69264221191406,0,41.37592344434968,-0.373455990038849,-0.4389547812727882,44.07342079948782,41.386980056762695,38.70053931403757,23.35630713003391,42.0205307006836,,,40.07112884521485,,
1995-03-09,40.28772735595703,55.9920654296875,56.590911865234375,55.09379577636719,0,39.58359089858225,-0.4162059620914888,-0.4344050174365284,43.707410807025006,41.21369934082031,38.71998787461562,23.160507415067872,42.0205307006836,,,40.07112884521485,,
1995-03-10,40.07112884521485,56.29148864746094,56.89033508300781,55.39321899414063,0,38.389675222622735,-0.4622349557293574,-0.4399710050950942,43.33830031340334,41.04041786193848,38.74253541047362,22.73089977415121,42.0205307006836,,,40.07112884521485,,
1995-03-13,39.421329498291016,55.09379577636719,55.09379577636719,53.8961067199707,0,34.98090309575935,-0.5448657680979139,-0.4609499576956581,43.05122629891986,40.85630722045899,38.66138814199812,23.12561555152364,40.07112884521485,,,40.07112884521485,,
1995-03-14,40.28772735595703,55.09379577636719,57.48917770385742,55.09379577636719,0,42.33333709576564,-0.5342813530389776,-0.475616236764322,42.66308549715789,40.71551647186279,38.76794744656769,21.77259838602859,40.07112884521485,,,40.07112884521485,,
1995-03-15,40.07112884521485,56.29148864746094,56.29148864746094,55.09379577636719,0,41.08258638401159,-0.5371785574475751,-0.4879287009009726,42.44190780697603,40.60721626281738,38.77252471865873,20.51622530378319,40.07112884521485,,,40.07112884521485,,
1995-03-16,38.77153015136719,53.8961067199707,53.8961067199707,52.69841384887695,0,34.4968266365169,-0.6369984446564274,-0.5177426496520636,42.36914222814679,40.45559597015381,38.54204971216083,20.57310019006212,40.07112884521485,,,40.07112884521485,,
1995-03-17,38.77153015136719,53.59668350219727,53.59668350219727,53.59668350219727,0,34.49682663651689,-0.707945667459299,-0.5557832532135107,42.28798122296065,40.31480579376221,38.34163036456376,20.625912584463983,40.07112884521485,,,40.07112884521485,,
1995-03-20,38.77153015136719,53.59668350219727,53.59668350219727,53.59668350219727,0,34.49682663651689,-0.7554633415360925,-0.5957192708780271,42.26691508489418,40.2065055847168,38.14609608453941,20.674952664980005,38.77153015136719,,,40.07112884521485,,
1995-03-21,38.77153015136719,53.59668350219727,53.59668350219727,53.59668350219727,0,34.4968266365169,-0.784083019612936,-0.6333920206250089,42.30230025952536,40.17401561737061,38.045730975215854,20.720489882602017,38.77153015136719,,,40.07112884521485,,
1995-03-22,38.77153015136719,53.59668350219727,53.59668350219727,53.59668350219727,0,34.4968266365169,-0.7975704252900897,-0.666227701558025,42.28204117196134,40.18484592437744,38.08765067679354,20.76277444182246,38.77153015136719,,,40.07112884521485,,
1995-03-23,38.55492401123047,53.29726028442383,54.49494934082031,52.69841384887695,0,33.21147719528773,-0.816327481654433,-0.6962476575773067,42.33139122446702,40.119865608215335,37.90833999196365,21.29952141773805,38.77153015136719,,,40.07112884521485,,
1995-03-24,38.12173080444336,53.29726028442383,53.8961067199707,52.09956741333008,0,30.74429005233335,-0.8562770268499236,-0.72825353143183,42.36780603086631,40.000735473632815,37.633664916399326,22.10403120150166,38.77153015136719,,,40.07112884521485,,
1995-03-27,37.68851852416992,52.99783706665039,52.99783706665039,51.80014419555664,0,28.466800647134445,-0.9123766298955474,-0.7650781511245734,42.41773324913207,39.85994472503662,37.30215620094117,23.001221246002647,38.12173080444336,,,40.07112884521485,,
1995-03-28,37.25532913208008,52.69841384887695,52.69841384887695,51.20130157470703,0,26.36370027810399,-0.9804882746148706,-0.8081601758226329,42.5139498275107,39.71915473937988,36.92435965124906,24.12792321199037,38.12173080444336,,,40.07112884521485,,
1995-03-29,36.38892364501953,51.35101318359375,51.80014419555664,50.30303192138672,0,22.744405231883263,-1.0917934109027598,-0.8648868228386583,42.46933626815719,39.4592342376709,36.44913220718461,25.57758375155404,38.12173080444336,,,40.07112884521485,,
1995-03-30,36.60551834106445,50.30303192138672,51.50072479248047,50.30303192138672,0,25.49798063705776,-1.1492779902369463,-0.9217650563183158,42.25213047649454,39.19931335449219,36.14649623248984,26.9236971097203,38.12173080444336,,,40.07112884521485,,
1995-03-31,36.38892364501953,50.9018783569336,50.9018783569336,49.70418548583984,0,24.555441350649765,-1.198496790365759,-0.9771114031278044,41.91612373692519,38.91773300170898,35.91934226649278,28.43795967223652,38.12173080444336,,,36.38892364501953,,
1995-04-03,37.68851852416992,50.30303192138672,52.2492790222168,50.30303192138672,0,39.10149440125088,-1.119729058906351,-1.0056349342835138,41.500413437678034,38.72279224395752,35.94517105023701,28.374322348004487,36.38892364501953,,,36.38892364501953,,
1995-04-04,39.854530334472656,52.69841384887695,55.39321899414063,52.69841384887695,0,54.758045929634825,-0.872468736754108,-0.9790016947776328,41.26015103315717,38.65781192779541,36.05547282243364,26.73724574171103,36.38892364501953,,,36.38892364501953,,
1995-04-05,41.15413665771485,55.09379577636719,56.89033508300781,55.09379577636719,0,61.20304419828969,-0.5651312991767128,-0.8962276156574487,41.377711488738925,38.68488731384277,35.99206313894662,26.008214741269416,36.38892364501953,,,36.38892364501953,,
1995-04-06,42.23713302612305,56.590911865234375,58.68687057495117,56.590911865234375,0,65.6007869887481,-0.2315067440601339,-0.7632834413379858,41.819324981469336,38.78235759735107,35.74539021323281,26.11517344310258,36.38892364501953,,,36.38892364501953,,
1995-04-07,41.80393600463867,58.38744735717773,58.68687057495117,57.48917770385742,0,62.54671127485752,-0.0020387582147307,-0.6110345047133348,42.13808737503744,38.86899795532226,35.599908535607085,26.214492237661947,36.38892364501953,,,36.38892364501953,,
1995-04-10,41.80393600463867,57.48917770385742,58.0880241394043,57.189754486083984,0,62.54671127485752,0.1777670854899611,-0.4532741866726756,42.49411398232831,38.98812828063965,35.48214257895099,26.08098535755484,41.80393600463867,,,36.38892364501953,,
