Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX
2002-09-30,27.210338592529297,37.88750076293945,38.474998474121094,36.275001525878906,202232,,,,,,,
2002-12-31,44.118194580078125,57.525001525878906,61.087501525878906,56.0,9998480,,,,,,,
2003-03-31,28.173614501953125,32.474998474121094,39.712501525878906,32.474998474121094,230712,,,,,,,
2003-06-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-09-30,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2003-12-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2004-03-31,28.173614501953125,38.38750076293945,38.38750076293945,38.38750076293945,0,,,,,,,
2004-06-30,64.03512573242188,89.0,90.25,87.0,20576,,,,,,,
2004-09-30,94.2270736694336,129.4499969482422,130.1125030517578,127.5824966430664,12521432,,,,,,,
2004-12-31,122.83952331542969,162.5,167.35000610351562,162.08250427246094,4899312,,,,,,,
2005-03-31,132.07826232910156,175.5625,180.6374969482422,174.65750122070312,6914640,,,,,,,
2005-06-30,125.25691223144531,167.35000610351562,170.625,167.35000610351562,7189000,,,,,,,
2005-09-30,137.55491638183594,185.0,186.47500610351562,183.03250122070312,4982976,,,,,,,
2005-12-31,158.3472442626953,210.0,214.9875030517578,210.0,2380248,,,,,,,
2006-03-31,178.4501953125,244.7375030517578,244.7375030517578,238.75,2920168,88.43028331784843,,,,,,
2006-06-30,162.45631408691406,216.875,220.875,213.20750427246094,5449760,81.31267442727452,,,,,,
2006-09-30,191.2870635986328,255.52499389648438,258.7749938964844,255.0,1752804,83.83798782539877,,,,,,
2006-12-31,229.34117126464844,303.36248779296875,307.3500061035156,300.625,1874468,86.44225675220166,,,,,,
2007-03-31,232.10145568847656,312.0874938964844,313.70001220703125,305.0625,2807056,86.610788749928,,,,,,
2007-06-30,216.92640686035156,285.25,289.0,285.01251220703125,3004456,80.67351734366451,,,258.1007018847929,112.85491352081299,-32.39087484316694,
2007-09-30,200.5971221923828,256.25,270.0,256.25,6249532,74.73648616406379,,,265.98341531705097,121.52425270080566,-22.93490991543966,
2007-12-31,204.41412353515625,270.75,274.01251220703125,263.0,2156168,75.19600135397629,,,273.7170931983394,129.53904914855957,-14.638994901220286,
2008-03-31,154.34457397460938,217.7624969482422,217.7624969482422,199.25,4051860,59.82436028073824,,,272.5816083265662,135.84759712219238,-0.8864140821814317,
2008-06-30,164.33006286621094,217.75,219.5,212.5,3258044,61.51405398655151,,,270.53941736670595,142.65541954040526,14.771421714104605,
2008-09-30,127.90795135498047,148.0,169.1750030517578,147.5,8391372,52.79243087293168,,,264.59139181961643,147.64213638305665,30.69288094649687,
2008-12-31,92.395751953125,123.07499694824219,123.07499694824219,118.0625,2543696,45.9514370513382,,,257.5854809919362,150.85324325561524,44.12100551929426,
2009-03-31,104.75127410888672,131.25,135.97500610351562,131.25,4777672,48.454141315829126,,,248.21366766615392,154.6821262359619,61.15058480576987,
