Date,Close,Open,High,Low,Volume,RSI,MACD,MACD Signal,Upper Bollinger Band,Middle Bollinger Band,Lower Bollinger Band,ADX,Stochastic SlowK,Stochastic SlowD
2007-09-30,5021.35009765625,4996.4501953125,5055.7998046875,4996.4501953125,0,,,,,,,,,
2007-12-31,6138.60009765625,6095.0,6167.75,6095.0,0,,,,,,,,,
2008-03-31,4734.5,4942.14990234375,4947.0,4703.85009765625,0,,,,,,,,,
2008-06-30,4040.550048828125,4136.25,4163.0,4021.699951171875,0,,,,,,,,,
2008-09-30,3921.199951171875,3848.699951171875,3966.85009765625,3715.050048828125,0,,,,,,,,,
2008-12-31,2959.14990234375,2979.800048828125,3002.64990234375,2937.35009765625,0,,,,,,,,,
2009-03-31,3020.949951171875,2981.699951171875,3054.300048828125,2966.39990234375,0,,,,,,,,,
2009-06-30,4291.10009765625,4391.5,4426.75,4267.35009765625,0,,,,,,,,,
2009-09-30,5083.9501953125,5007.64990234375,5087.60009765625,5004.35009765625,0,,,,,,,,,
2009-12-31,5201.0498046875,5171.2001953125,5221.85009765625,5168.75,0,,,,,,,,,
2010-03-31,5249.10009765625,5260.39990234375,5293.89990234375,5235.14990234375,0,,,,,,,,,
2010-06-30,5312.5,5254.25,5320.35009765625,5210.0,0,,,,,,,,,
2010-09-30,6029.9501953125,5991.35009765625,6048.4501953125,5963.60009765625,0,,,,,,,,,
2010-12-31,6134.5,6105.10009765625,6147.2998046875,6103.5498046875,0,,,,,,,,,
2011-03-31,5833.75,5803.0498046875,5872.0,5778.64990234375,0,55.225915189655936,,,,,,,,
2011-06-30,5647.39990234375,5614.5,5657.89990234375,5606.10009765625,0,53.835933602142006,,,,,,,,
2011-09-30,4943.25,4990.14990234375,5025.5498046875,4924.2998046875,0,48.834306261321856,,,,,,,,
2011-12-31,4624.2998046875,4659.9501953125,4690.4501953125,4608.89990234375,0,46.71712695573309,,,,,,,,
2012-03-31,5295.5498046875,5206.60009765625,5307.10009765625,5203.64990234375,0,51.48430112557255,,,,,,,,
2012-06-30,5278.89990234375,5191.25,5286.25,5189.0,0,51.36155053610787,,,6723.4713064277985,4938.079992675781,3152.6886789237633,,69.68553060697333,62.12317891499617
2012-09-30,5703.2998046875,5684.7998046875,5735.14990234375,5683.4501953125,0,54.349301916485615,,,6788.409037948686,4972.177478027344,3155.945918106001,,74.40960929305808,69.64892018336312
2012-12-31,5905.10009765625,5901.2001953125,5919.0,5897.14990234375,0,55.741473874495604,,,6749.38828603214,4960.502478027343,3171.6166700225467,,81.98934440873302,75.36149476958815
2013-03-31,5682.5498046875,5647.75,5692.9501953125,5604.85009765625,209700,53.79313985259303,,,6820.411380424667,5007.904968261719,3195.3985560987703,,73.6012776988655,76.66674380021887
2013-06-30,5842.2001953125,5749.5,5852.9501953125,5749.5,214400,55.00805577972414,,,6888.175917838317,5097.987475585937,3307.7990333335574,,78.33471988543157,77.9751139976767
2013-09-30,5735.2998046875,5801.0498046875,5810.2001953125,5718.5,155700,53.98452006330095,,,6913.839621820037,5188.692468261719,3463.5453147034013,,74.76473033306188,75.56690930578633
2013-12-31,6304.0,6307.35009765625,6317.2998046875,6287.2998046875,103400,58.41731834372861,,,6811.566330011683,5355.934973144531,3900.303616277379,,92.98771572065615,82.02905531304988
2014-03-31,6704.2001953125,6723.14990234375,6730.0498046875,6662.39990234375,220600,61.24651647108054,,,6660.959713629188,5540.097485351563,4419.235257073938,,98.7717854051664,88.84141048629482
2014-06-30,7611.35009765625,7534.0498046875,7623.64990234375,7531.60009765625,152300,66.76623419763602,,,7006.921315274675,5706.1099853515625,4405.29865542845,10.257604465226654,100.82819590560989,97.52923234381082
2014-09-30,7964.7998046875,7948.7998046875,8030.89990234375,7923.85009765625,141100,68.64040764904728,,,7447.661949505475,5850.1524658203125,4252.64298213515,12.25881922278172,99.89052698716057,99.83016943264563
2014-12-31,8282.7001953125,8243.900390625,8291.0,8243.75,84500,70.26465202115108,,,7890.040303372811,6004.2349853515625,4118.429667330314,14.313146943988135,100.48023175496881,100.39965154924646
2015-03-31,8491.0,8527.599609375,8550.4501953125,8454.150390625,167200,71.31310041756677,,,8305.001730785287,6166.32998046875,4027.6582301522144,16.412807209408097,99.48908372859272,99.95328082357406
2015-06-30,8368.5,8316.349609375,8378.0,8298.9501953125,158500,69.75540055770338,,,8622.308420685022,6319.12998046875,4015.951540252477,18.069615215234364,96.063537028446,98.67761750400253
2015-09-30,7948.89990234375,7924.25,7957.7001953125,7874.5,210700,64.55398342115504,,,8819.721359979478,6415.077465820313,4010.4335716611477,18.83506146858246,85.47602115313043,93.6762139700564
2015-12-31,7946.35009765625,7897.7998046875,7955.5498046875,7891.14990234375,150900,64.52249788904885,922.8003218180711,742.1453381934047,8996.191739668398,6505.669970703125,4015.1482017378507,19.54583298954855,80.02649792107664,87.18868536755103
2016-03-31,7738.39990234375,7727.64990234375,7777.60009765625,7702.0,380100,61.87204808337917,883.9918329580514,770.514637146334,9126.778768542114,6600.9024658203125,4075.026163098512,19.851482267488798,73.23558671478769,79.57936859633158
2016-06-30,8287.75,8260.25,8308.150390625,8242.099609375,279400,65.86161653598013,887.3351405536005,793.8787378277873,9320.891010585905,6732.919970703125,4144.948930820345,20.702428364579465,85.32429062503212,79.52879175363215
2016-09-30,8611.150390625,8581.5,8637.150390625,8555.2001953125,181700,67.98538306026423,905.6407814768527,816.2311465576004,9490.810154683742,6916.314990234375,4341.819825785008,21.809774009706093,95.80647346747308,84.78878360243095
2016-12-31,8185.7998046875,8119.64990234375,8197.0,8114.75,127600,62.479901254414195,875.7310143023142,828.1311201065431,9497.062282900002,7094.389990234375,4691.717697568747,22.00351463051869,88.32254261008532,89.81776890086348
2017-03-31,9173.75,9158.900390625,9191.7001953125,9152.099609375,190900,68.79979685268334,921.1284372041446,846.7305835260634,9704.911715979357,7288.3,4871.688284020644,23.113986094398182,96.63957809544766,93.58953139100201
2017-06-30,9520.900390625,9478.5,9535.7998046875,9448.75,179600,70.66933823729525,973.891937166215,872.1628542540936,9918.959441657,7500.4000244140625,5081.840607171126,24.4146464310598,99.47906286406402,94.81372785653231
2017-09-30,9788.599609375,9814.2998046875,9854.0,9775.349609375,196300,72.05968487308904,1025.4873014565428,902.8277436945834,10171.199129143417,7704.665014648437,5238.130900153457,25.86026862362444,98.4663809064808,98.19500728866414
2017-12-31,10530.7001953125,10492.349609375,10538.7001953125,10488.650390625,152000,75.52347341147853,1113.4234620840734,944.9468873724815,10547.350190260126,7935.94501953125,5324.539848802375,27.66212803440747,99.79313647577045,99.24619341543841
2018-03-31,10113.7001953125,10143.599609375,10158.349609375,10096.900390625,344400,70.25307583255069,1136.3657707001266,983.2306640380104,10717.981312678574,8157.5025390625,5597.023765446425,28.61406043491018,89.08090271392163,95.7801400320576
2018-06-30,10714.2998046875,10612.849609375,10723.0498046875,10612.349609375,242800,73.15845372258586,1189.301556595039,1024.444842549416,10961.184758016137,8401.10751953125,5841.030281046362,29.89418533466053,96.40649107818074,95.09351008929092
2018-09-30,10930.4501953125,11008.099609375,11034.099609375,10850.2998046875,478100,74.13746417558805,1234.4649350344152,1066.448861046416,11139.233113218905,8660.8650390625,6182.496964906097,31.28455389216541,96.94810731772165,94.14516703660797
2018-12-31,10862.5498046875,10913.2001953125,10923.5498046875,10853.2001953125,180900,73.23383035091601,1250.364816496498,1103.2320521364322,11295.6629343552,8888.792529296876,6481.922124238552,32.57561040984851,95.54050166974781,96.29836668855005
