Epoch,Train_Loss
0,0.022814378142356873
1,0.047116685658693314
2,0.03893551602959633
3,0.02487318590283394
4,0.032588858157396317
5,0.030742233619093895
6,0.03056228533387184
7,0.025697361677885056
8,0.031198397278785706
9,0.02340945601463318
10,0.02242698334157467
11,0.016679419204592705
12,0.022614184767007828
13,0.01739913411438465
14,0.019475026056170464
15,0.016344740986824036
16,0.024704694747924805
17,0.015273071825504303
18,0.014790147542953491
19,0.015564441680908203
20,0.015654373914003372
21,0.018094893544912338
22,0.016261396929621696
23,0.015385749749839306
24,0.016448358073830605
25,0.019433537498116493
26,0.016448121517896652
27,0.014678938314318657
28,0.015037884004414082
29,0.013268722221255302
30,0.011561909690499306
31,0.011937277391552925
32,0.015565948560833931
33,0.019459985196590424
34,0.017055340111255646
35,0.010055970400571823
36,0.014600582420825958
37,0.011476327665150166
38,0.012652979232370853
39,0.017851047217845917
40,0.012843791395425797
41,0.014183170162141323
42,0.01927271857857704
43,0.012390929274260998
44,0.01549615990370512
45,0.01318635419011116
46,0.019491400569677353
47,0.013861529529094696
48,0.016239769756793976
49,0.014910794794559479
50,0.01586606726050377
51,0.015232663601636887
52,0.011951075866818428
53,0.01158052682876587
54,0.014430969022214413
55,0.01115947775542736
56,0.010094032622873783
57,0.011512748897075653
58,0.01368754357099533
59,0.010344628244638443
60,0.012369289994239807
61,0.01476237177848816
62,0.016468683257699013
63,0.01089191809296608
64,0.013306109234690666
65,0.012468460015952587
66,0.012311870232224464
67,0.012009880505502224
68,0.0164739228785038
69,0.011667473241686821
70,0.012403013184666634
71,0.012026404961943626
72,0.01826905831694603
73,0.014476969838142395
74,0.013807100243866444
75,0.01137568335980177
76,0.017417514696717262
77,0.012927315197885036
78,0.01414349116384983
79,0.015179263427853584
80,0.014268174767494202
81,0.012608103454113007
82,0.012955699115991592
83,0.012040827423334122
84,0.01485203206539154
85,0.012407982721924782
86,0.012445262633264065
87,0.0167063158005476
88,0.011007657274603844
89,0.010873138904571533
90,0.011261746287345886
91,0.014311620034277439
92,0.018855951726436615
93,0.011853695847094059
94,0.013746935874223709
95,0.012346343137323856
96,0.009936824440956116
97,0.011105388402938843
98,0.012356841005384922
99,0.021189380437135696
100,0.013035900890827179
101,0.011939523741602898
102,0.012811606749892235
103,0.009820790030062199
104,0.017499685287475586
105,0.01269709412008524
106,0.01495180930942297
107,0.014795652590692043
108,0.013097784481942654
109,0.016137270256876945
110,0.013207878917455673
111,0.011923839338123798
112,0.011238275095820427
113,0.013949164189398289
114,0.014140207320451736
115,0.013677104376256466
116,0.012667438015341759
117,0.012922503054141998
118,0.011662069708108902
119,0.016723860055208206
120,0.012264329940080643
121,0.011081479489803314
122,0.018980611115694046
123,0.013169530779123306
124,0.012006129138171673
125,0.010504098609089851
126,0.012669418007135391
127,0.013096836395561695
128,0.011182773858308792
129,0.011375640518963337
130,0.011065819300711155
131,0.011223715730011463
132,0.013737359084188938
133,0.01073463261127472
134,0.011986872181296349
135,0.014794387854635715
136,0.01109602302312851
137,0.016247760504484177
138,0.015296831727027893
139,0.01550280675292015
140,0.013374749571084976
141,0.012285297736525536
142,0.014025653712451458
143,0.01223061978816986
144,0.012357102707028389
145,0.00984142068773508
146,0.014747818000614643
147,0.010586978867650032
148,0.013925093226134777
149,0.01314818486571312
150,0.011747719720005989
151,0.010710038244724274
152,0.009663999080657959
153,0.013426282443106174
154,0.013249471783638
155,0.013171011582016945
156,0.014608360826969147
157,0.01289165485650301
158,0.009550870396196842
159,0.01626167818903923
160,0.013885539025068283
161,0.015066414140164852
162,0.007376052904874086
163,0.012417834252119064
164,0.012647578492760658
165,0.014954912476241589
166,0.00965209025889635
167,0.01139905210584402
168,0.010108212009072304
169,0.011971590109169483
170,0.02003161981701851
171,0.008075974881649017
172,0.014799910597503185
173,0.016010133549571037
174,0.013059008866548538
175,0.01047353446483612
176,0.016180304810404778
177,0.009887656196951866
178,0.015011131763458252
179,0.013277821242809296
180,0.012977086007595062
181,0.013867711648344994
182,0.011613713577389717
183,0.012472358532249928
184,0.014550779014825821
185,0.014300092123448849
186,0.011180976405739784
187,0.013304909691214561
188,0.014009787701070309
189,0.015194464474916458
190,0.010883631184697151
191,0.01103635597974062
192,0.012540502473711967
193,0.009919979609549046
194,0.01134608592838049
195,0.010657518170773983
196,0.008691315539181232
197,0.012057250365614891
198,0.014020407572388649
199,0.013197077438235283
200,0.015177134424448013
201,0.012794054113328457
202,0.007942999713122845
203,0.01456450205296278
204,0.010582107119262218
205,0.014255508780479431
206,0.017493613064289093
207,0.011676977388560772
208,0.01670682802796364
209,0.014163028448820114
210,0.0100585101172328
211,0.012458951212465763
212,0.012377431616187096
213,0.011689443141222
214,0.01522004697471857
215,0.015334050171077251
216,0.013911197893321514
217,0.01459483802318573
218,0.013896122574806213
219,0.008885281160473824
220,0.017315173521637917
221,0.012001466937363148
222,0.00986892357468605
223,0.015309521928429604
224,0.013220126740634441
225,0.012755471281707287
226,0.013903322629630566
227,0.012022573500871658
228,0.013161999173462391
229,0.013286570087075233
230,0.011563990265130997
231,0.011249389499425888
232,0.011526706628501415
233,0.014367780648171902
234,0.011691613122820854
235,0.011174041777849197
236,0.009755855426192284
237,0.012137075886130333
238,0.009687216021120548
239,0.012960262596607208
240,0.011324591003358364
241,0.00993587076663971
242,0.015397881157696247
243,0.015180215239524841
244,0.01107366755604744
245,0.012475735507905483
246,0.012018287554383278
247,0.012884756550192833
248,0.01229842659085989
249,0.014940605498850346
250,0.015917029231786728
251,0.010488403961062431
252,0.012601999565958977
253,0.014178231358528137
254,0.011577378958463669
255,0.01447318121790886
256,0.00829907413572073
257,0.009749793447554111
258,0.01254612673074007
259,0.013336636126041412
260,0.010498177260160446
261,0.01407044567167759
262,0.013541546650230885
263,0.009719127789139748
264,0.011393116787075996
265,0.015524058602750301
266,0.009338405914604664
267,0.012728779576718807
268,0.01192550454288721
269,0.015251150354743004
270,0.014489347115159035
271,0.017501741647720337
272,0.00910415593534708
273,0.011586314998567104
274,0.011462094262242317
275,0.012082988396286964
276,0.011208649724721909
277,0.01635212078690529
278,0.010717768222093582
279,0.01254235953092575
280,0.01214219443500042
281,0.01394136343151331
282,0.015947286039590836
283,0.012529602274298668
284,0.012847267091274261
285,0.011726852506399155
286,0.01439901627600193
287,0.010059928521513939
288,0.011693818494677544
289,0.013680891133844852
290,0.013614380732178688
291,0.01648770086467266
292,0.010521810501813889
293,0.011616494506597519
294,0.00944080576300621
295,0.008919239975512028
296,0.012392010539770126
297,0.010966080240905285
298,0.01159815862774849
299,0.01148362085223198
300,0.0117436982691288
301,0.012028900906443596
302,0.013955840840935707
303,0.010828669182956219
304,0.010064104571938515
305,0.01531482208520174
306,0.015142099000513554
307,0.012439648620784283
308,0.016527054831385612
309,0.014144369401037693
310,0.010992353782057762
311,0.015803128480911255
312,0.017245322465896606
313,0.011998139321804047
314,0.012344935908913612
315,0.013382690027356148
316,0.012583904899656773
317,0.01500871405005455
318,0.013334457762539387
319,0.014797147363424301
320,0.010709295980632305
321,0.012136593461036682
322,0.012958010658621788
323,0.014055535197257996
324,0.01409432664513588
325,0.01111370325088501
326,0.010460949502885342
327,0.012591730803251266
328,0.008013661950826645
329,0.011121239513158798
330,0.010140445083379745
331,0.01234869472682476
332,0.015130603685975075
333,0.012475939467549324
334,0.011369120329618454
335,0.012113155797123909
336,0.014967318624258041
337,0.010218431241810322
338,0.013617127202451229
339,0.00988628901541233
340,0.009810570627450943
341,0.009244370274245739
342,0.015093591995537281
343,0.014519860036671162
344,0.015984028577804565
345,0.014898771420121193
346,0.01473870500922203
347,0.009276948869228363
348,0.010644868016242981
349,0.014446884393692017
350,0.013758765533566475
351,0.013886566273868084
352,0.01779608055949211
353,0.015070435591042042
354,0.017272677272558212
355,0.012151625007390976
356,0.012248819693922997
357,0.012589754536747932
358,0.017318852245807648
359,0.014045735821127892
360,0.016833437606692314
361,0.016835961490869522
362,0.013716011308133602
363,0.014755369164049625
364,0.01267546322196722
365,0.014136290177702904
366,0.013534320518374443
367,0.012993313372135162
368,0.013189848512411118
369,0.010652749799191952
370,0.01060425117611885
371,0.015029984526336193
372,0.016669368371367455
373,0.008316129446029663
374,0.012472448870539665
375,0.012513563968241215
376,0.011297769844532013
377,0.011054271832108498
378,0.016128651797771454
379,0.019032901152968407
380,0.017477352172136307
381,0.012277116067707539
382,0.01345166377723217
383,0.016757966950535774
384,0.012639915570616722
385,0.011981603689491749
386,0.014400127343833447
387,0.01724705845117569
388,0.012737950310111046
389,0.015142764896154404
390,0.011155514046549797
391,0.011085283942520618
392,0.00945128034800291
393,0.012708914466202259
394,0.01624254323542118
395,0.012070054188370705
396,0.012615053914487362
397,0.014300022274255753
398,0.01103622280061245
399,0.010047158226370811
400,0.012951551005244255
401,0.010691291652619839
402,0.012453379109501839
403,0.01532142423093319
404,0.009112671948969364
405,0.01150596421211958
406,0.01740880496799946
407,0.01690402626991272
408,0.010650042444467545
409,0.00970219075679779
410,0.012498614378273487
411,0.011876281350851059
412,0.009203484281897545
413,0.014069565571844578
414,0.015913281589746475
415,0.01133965328335762
416,0.012661796063184738
417,0.013203677721321583
418,0.012723197229206562
419,0.01320581417530775
420,0.01263309083878994
421,0.011526193469762802
422,0.012399923987686634
423,0.013284836895763874
424,0.01136952918022871
425,0.011950170621275902
426,0.01123053953051567
427,0.010421616025269032
428,0.010041833855211735
429,0.00802755169570446
430,0.01172313466668129
431,0.01079713273793459
432,0.010671470314264297
433,0.012392752803862095
434,0.008636530488729477
435,0.010755226016044617
