Epoch,Train_Loss,Window
0,0.013219934675275428,1
1,0.004342309071652435,1
2,0.0033107645601494844,1
3,0.001954702549136717,1
4,0.0020700219530117164,1
5,0.002254235629051375,1
6,0.0006316722848973747,1
7,0.0020639158671270793,1
8,0.0024024478893246667,1
9,0.0009549001337451591,1
10,0.001102798392669571,1
11,0.0007875165954767673,1
12,0.000810062454859656,1
13,0.0005445345317391687,1
14,0.0008258642010182666,1
15,0.000516661264007273,1
16,0.0007167377349777428,1
17,0.000720171300662172,1
18,0.0006974912630467073,1
19,0.00041084894299508676,1
20,0.0007888488892641571,1
21,0.0003844907840434087,1
22,0.000416504375405762,1
23,0.0011011381728379566,1
24,0.0006550986143017061,1
25,0.0005230662086891241,1
26,0.0006093448026946151,1
27,0.00032531977749093537,1
28,0.0006964275581047022,1
29,0.0007097333865669323,1
30,0.0007985451237673835,1
31,0.0009036022910850667,1
32,0.0005933407473233972,1
33,0.00036750967765949365,1
34,0.00048297240750297827,1
35,0.0004378812970758698,1
36,0.0003657454272386237,1
37,0.00046500983502695275,1
38,0.0006782368682818355,1
39,0.0005253562829256425,1
40,0.00042944914783368495,1
41,0.0005593159311289927,1
42,0.00033134131332607415,1
43,0.0008361634213342515,1
44,0.000688838964422148,1
45,0.0011581508344373373,1
46,0.0006745851369115388,1
47,0.0013290021255014741,1
48,0.0003341769355240024,1
49,0.0005511282315043451,1
0,0.011435105986454254,2
1,0.005745294054219182,2
2,0.005646771595413883,2
3,0.002921333455014116,2
4,0.001791354734383032,2
5,0.0022219798032593343,2
6,0.0023548572775936184,2
7,0.0013319427101818465,2
8,0.001302268350982528,2
9,0.0019641241563959333,2
10,0.0017475503012071725,2
11,0.001082371844368798,2
12,0.0014122395250916657,2
13,0.00104133765323673,2
14,0.0009763301174139253,2
15,0.0008864417958397969,2
16,0.0012625056557264063,2
17,0.0005707081066779374,2
18,0.0007115045907823655,2
19,0.000915838753495115,2
20,0.0006437933035983742,2
21,0.0008776313657290381,2
22,0.0007066741246611013,2
23,0.0006947326902988696,2
24,0.0005256213880181147,2
25,0.00048819171590838614,2
26,0.0008049224323881225,2
27,0.0005593917653091419,2
28,0.00045361719333975785,2
29,0.0006008720090808623,2
30,0.00040468585884743637,2
31,0.0005209834950081219,2
32,0.0007288464161675868,2
33,0.0005472075458285876,2
34,0.0005853424944387615,2
35,0.000532496979870085,2
36,0.0005395599970587029,2
37,0.0003863097467288349,2
38,0.0005250245158205934,2
39,0.00038207984901154294,2
40,0.0004694599913514549,2
41,0.0006003881935725398,2
42,0.0002933156385730977,2
43,0.0006528090161081197,2
44,0.0006270207756175933,2
45,0.0007992557992512046,2
46,0.00039488313797488917,2
47,0.000552769483258246,2
48,0.0004591338287028265,2
49,0.0003429801317056196,2
0,0.010699362602749452,3
1,0.006109326896240962,3
2,0.0036222080224846786,3
3,0.0022628057703239623,3
4,0.002332477182657004,3
5,0.0019292644203408656,3
6,0.0012938489978039551,3
7,0.0009641175717737133,3
8,0.0010645966274030981,3
9,0.0011645365231677423,3
10,0.0021331129802763657,3
11,0.0007877834992503477,3
12,0.0009588360942257976,3
13,0.0013023569286317702,3
14,0.0010664000462154034,3
15,0.0012803975096775861,3
16,0.001289112282283896,3
17,0.0012142900554871399,3
18,0.0009217445783738187,3
19,0.0006994378264487273,3
20,0.0010674715319828336,3
21,0.0007000774377631927,3
22,0.0005788533589492867,3
23,0.000567159708435794,3
24,0.0005489841448165734,3
25,0.0003146091172092102,3
26,0.0005196402712267248,3
27,0.0005682766209814122,3
28,0.0005279710825397705,3
29,0.0006051569403315201,3
30,0.0005813593980153788,3
31,0.00045456113181252295,3
32,0.0013559310841810453,3
33,0.00042449513796403407,3
34,0.0004470424825228468,3
35,0.0003425435024791908,3
36,0.0016205772603248778,3
37,0.0007874078652402446,3
38,0.00019119828222808122,3
39,0.0007409064151918691,3
40,0.0004141588012771119,3
41,0.0002540445417803806,3
42,0.00034545178767228393,3
43,0.0003806102347105568,3
44,0.0006687764205188132,3
45,0.0003889693992727609,3
46,0.0002881226819286674,3
47,0.0004189112409166596,3
48,0.000395368911174554,3
49,0.0005372999996048099,3
