Epoch,Train_Loss,Window
0,0.010980852763284832,1
1,0.004846940664659175,1
2,0.003396704040406635,1
3,0.003229838057703363,1
4,0.0013447444353837112,1
5,0.0016658213129322709,1
6,0.0011467100822481412,1
7,0.0009324670833235503,1
8,0.0012592744566479496,1
9,0.0007404877025750111,1
10,0.000999450403930593,1
11,0.001060498057728457,1
12,0.0009240671553597705,1
13,0.0004720508924077445,1
14,0.0012356126940088782,1
15,0.0008947411169095811,1
16,0.0006459651726670597,1
17,0.0007878049133908717,1
18,0.0003843229081326475,1
19,0.00042854902901394155,1
20,0.0009677000437780214,1
21,0.000508580395490683,1
22,0.0010366491709684121,1
23,0.0005418394986782842,1
24,0.0006615148380064279,1
25,0.00043345521529312037,1
26,0.0007158226732465175,1
27,0.00036486540786142283,1
28,0.00022869219700221674,1
29,0.00020676008300220716,1
30,0.0004011707947352501,1
31,0.0003036097893500029,1
32,0.0005071908988990403,1
33,0.0003552938520893761,1
34,0.0006725215514966759,1
35,0.00031177631445268274,1
36,0.00038896414705147375,1
37,0.0002715015826504607,1
38,0.0002951403194272067,1
39,0.0005931140165962256,1
40,0.00021433001960386832,1
41,0.0002896901449540335,1
42,0.0002714106594569709,1
43,0.0003805701454635076,1
44,0.0002506921062116141,1
45,0.0002633935691754367,1
46,0.0003323354971208993,1
47,0.00035881463067109114,1
48,0.00033981563708409244,1
49,0.00028324560525004583,1
50,0.0005111776608786696,1
51,0.0002028338113125306,1
52,0.00030204396831216775,1
53,0.00028036722476467417,1
54,0.0002535961896884643,1
55,0.0003522028689260057,1
56,0.00023796120834964217,1
57,0.00018705561238464944,1
58,0.00026550304211628626,1
59,0.00021217762843790848,1
60,0.0002847014879962195,1
61,0.00034040849479367624,1
62,0.0002526649706673156,1
63,0.00025815132934182413,1
64,0.0003188979257599837,1
65,0.00043462732211341053,1
66,0.0003749152240363217,1
67,0.00039067851397196296,1
68,0.0002388583454924504,1
69,0.0003294481729473702,1
70,0.0003907884109111058,1
71,0.00043274043747444494,1
72,0.0001786220551341757,1
73,0.00034372821502411105,1
74,0.0002911170269029739,1
75,0.0002389510378008663,1
76,0.0006769347235687195,1
77,0.0004507691371926022,1
78,0.00014188918661876506,1
79,0.0002569864758616338,1
80,0.00041126465680576337,1
81,0.0007425093676365023,1
82,0.00022185716519394208,1
83,0.0002768505950950153,1
84,0.00031539768537089706,1
85,0.0003257421119736487,1
86,0.0005453259234476738,1
87,0.0004062564042290634,1
88,0.00023456052096881253,1
89,0.00029595119133589,1
90,0.0002527314518235625,1
91,0.0003455498805629779,1
92,0.000178380220176119,1
93,0.00030431960694151874,1
94,0.0002654892543501008,1
95,0.0003102630674499499,1
96,0.00046239913539416566,1
97,0.00021846497562889806,1
98,0.00033866503889057727,1
99,0.00016848491556447208,1
0,0.013839760126497371,2
1,0.005720139522925706,2
2,0.0022220190281188974,2
3,0.002747037100882269,2
4,0.0017599949325746032,2
5,0.0011827787426490627,2
6,0.0013527002794228057,2
7,0.0010570039043959498,2
8,0.0011783946440945246,2
9,0.0009963181513954061,2
10,0.0010852723696734856,2
